it, ret_suc, ret_cum_suc, exp_suc, opt_len, dist_from_opt, len_mean, frames, rew_mean, score, ep, cells, arch_suc, policy_loss, value_loss, l2_loss, policy_entropy, approxkl, clipfrac, sil_pg_loss, sil_vf_loss, sil_loss, sil_entropy, sil_valid_min, sil_valid_max, sil_valid_mean, neglop_sil_min, neglop_sil_max, neglop_sil_mean, mean_val_pred, mean_sil_r, sil_frames, no_score_cells, cells_found_ret, cells_found_rand, cells_found_policy
1, -1, 0, -1, -1, -1, nan, 3072, nan, 0.0, 0, 11, 0.0, 0.0, 0.0, 1759.9955, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.711482, 2.7153206, 2.7148247, 0.00045276774, 0.0, 3072, 11, 0, 0, 10
2, -1, 0, -1, -1, -1, nan, 5120, nan, 0.0, 0, 14, 0.0, 0.0, 0.0, 1759.9738, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7098687, 2.7153382, 2.713404, 0.0004798032, 0.0, 3328, 14, 0, 0, 13
3, -1, 0, -1, -1, -1, nan, 7168, nan, 0.0, 0, 21, 0.0, 0.0, 0.0, 1759.9426, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7087731, 2.7148724, 2.7105608, 0.00049951044, 0.0, 3584, 21, 0, 0, 20
4, 1.0, 1.0, 0.0, -1, -1, 500.0, 8684, 0.0, 0.0, 16, 21, 0.047619047619047616, -0.81291234, 0.7904027, 1759.9126, 1.0689774, 0.0077314833, 0.4375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7107203, 2.7738101, 2.7380192, 0.00036562412, 0.0, 3456, 21, 0, 0, 20
5, 1.0, 1.0, 0.0, -1, -1, 500.0, 9836, 0.0, 0.0, 16, 21, 0.047619047619047616, 0.32981396, 0.012825164, 1759.8846, 1.7979023, 0.0030352953, 0.20507812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5919497, 2.6684606, 2.6186733, 0.21484216, 0.0, 792, 21, 0, 0, 20
6, 1.0, 1.0, 0.0, -1, -1, 500.0, 10988, 0.0, 0.0, 16, 21, 0.047619047619047616, -0.59333414, 0.48025203, 1759.8264, 1.5229385, 0.0013569242, 0.09174312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5430212, 2.6676776, 2.601083, 0.46543884, 0.0, 1048, 21, 0, 0, 20
7, 1.0, 1.0, 0.0, -1, -1, 500.0, 12140, 0.0, 0.0, 16, 27, 0.037037037037037035, -0.17314444, 0.14147009, 1759.7659, 0.89175296, 0.0017388441, 0.1015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3717864, 2.5226688, 2.3942797, 0.7050562, 0.0, 1112, 27, 4, 0, 22
8, 0.84, 3.6666666666666665, 0.0, -1, -1, 500.0, 13292, 0.0, 0.0, 25, 27, 0.07407407407407407, -0.23944625, 0.6522483, 1759.7263, 1.5058006, 0.0028406843, 0.17592593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3063416, 2.5939806, 2.367638, 0.7857819, 0.0, 1368, 27, 4, 0, 22
9, 0.84, 3.6666666666666665, 0.0, -1, -1, 500.0, 14444, 0.0, 0.0, 25, 27, 0.07407407407407407, -0.121445015, 0.42634797, 1759.724, 1.7788398, 0.0022921443, 0.13085938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.397472, 2.5737214, 2.4538085, 1.0043527, 0.0, 932, 27, 4, 0, 22
10, 0.84, 3.6666666666666665, 0.0, -1, -1, 500.0, 15596, 0.0, 0.0, 25, 27, 0.07407407407407407, 0.3101696, 0.0069669476, 1759.6632, 1.7952288, 0.00052287965, 0.0107421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5986452, 2.6820583, 2.6327152, 1.2412211, 0.0, 1188, 27, 4, 0, 22
11, 0.84, 3.6666666666666665, 0.0, -1, -1, 500.0, 16748, 0.0, 0.0, 25, 27, 0.07407407407407407, 0.30618235, 0.014534049, 1759.6028, 1.8046457, 3.3356868e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6939816, 2.7066946, 2.7007053, 1.2097672, 0.0, 944, 27, 4, 0, 22
12, 0.6764705882352942, 4.916666666666666, 0.0, -1, -1, 500.0, 17900, 0.0, 0.0, 34, 27, 0.07407407407407407, -0.23403253, 0.75113064, 1759.5879, 1.7910445, 0.0029828004, 0.20410155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6182544, 2.7216074, 2.6863494, 1.2459507, 0.0, 1672, 27, 4, 0, 22
13, 0.6764705882352942, 4.916666666666666, 0.0, -1, -1, 500.0, 19052, 0.0, 0.0, 34, 27, 0.07407407407407407, -0.020631239, 0.3609148, 1759.5686, 1.0750859, 0.0016736931, 0.13636364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5500169, 2.639999, 2.5815432, 1.3667003, 0.0, 1428, 27, 4, 0, 22
14, 0.6764705882352942, 4.916666666666666, 0.0, -1, -1, 500.0, 20204, 0.0, 0.0, 34, 27, 0.07407407407407407, 0.09327787, 0.013684076, 1759.5645, 0.8916477, 0.0010707338, 0.062499996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.469946, 2.6479666, 2.5463495, 1.5895654, 0.0, 1684, 27, 4, 0, 22
15, 0.6764705882352942, 4.916666666666666, 0.0, -1, -1, 500.0, 21356, 0.0, 0.0, 34, 27, 0.07407407407407407, 0.19336604, 0.0068089156, 1759.4974, 0.90101004, 0.0002010274, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5356712, 2.692451, 2.6511638, 1.6930103, 0.0, 1940, 27, 4, 0, 22
16, 0.6046511627906976, 7.75, 0.0, -1, -1, 500.0, 22508, 0.0, 0.0, 43, 27, 0.1111111111111111, -0.052008558, 0.278046, 1759.4751, 1.2615285, 0.0027781106, 0.17445055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5142188, 2.6937857, 2.596859, 1.6445013, 0.0, 1808, 27, 4, 0, 22
17, 0.6046511627906976, 7.75, 0.0, -1, -1, 500.0, 23660, 0.0, 0.0, 43, 27, 0.1111111111111111, 0.10726453, 0.0125163095, 1759.5079, 0.8744054, 0.0028360332, 0.19726562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5154057, 2.64767, 2.584219, 1.6483666, 0.0, 1564, 27, 4, 0, 22
18, 0.6046511627906976, 7.75, 0.0, -1, -1, 500.0, 24812, 0.0, 0.0, 43, 27, 0.1111111111111111, 0.1811484, 0.009119671, 1759.4941, 0.8823956, 0.00094772596, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4473534, 2.6696906, 2.5639963, 1.737616, 0.0, 1820, 27, 4, 0, 22
19, 0.6046511627906976, 7.75, 0.0, -1, -1, 500.0, 25964, 0.0, 0.0, 43, 27, 0.1111111111111111, -0.265378, 0.36378706, 1759.4407, 0.8806707, 0.001911911, 0.12109374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4608908, 2.68717, 2.6110973, 1.6606297, 0.0, 2076, 27, 4, 0, 22
20, 0.5576923076923077, 9.64285714285714, 0.0, -1, -1, 500.0, 27116, 0.0, 0.0, 52, 27, 0.14814814814814814, -0.103448406, 0.48829016, 1759.4531, 1.7225428, 0.0037851846, 0.20238096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2633357, 2.718639, 2.493284, 1.7561582, 0.0, 1832, 27, 4, 0, 22
21, 0.5576923076923077, 9.64285714285714, 0.0, -1, -1, 500.0, 28268, 0.0, 0.0, 52, 27, 0.14814814814814814, 0.0068544773, 0.2669835, 1759.523, 1.751039, 0.003917751, 0.18164062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4916308, 3.0338936, 2.7611828, 1.9913692, 0.0, 1088, 27, 4, 0, 22
22, 0.5576923076923077, 9.64285714285714, 0.0, -1, -1, 500.0, 29420, 0.0, 0.0, 52, 27, 0.14814814814814814, 0.26099956, 0.13557859, 1759.5635, 1.7617718, 0.0019768537, 0.13867186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8468518, 3.2231708, 3.011048, 2.1339686, 0.0, 1344, 27, 4, 0, 22
23, 0.5081967213114754, 10.669444444444444, 0.0, -1, -1, 500.0, 30572, 0.0, 0.0, 61, 27, 0.14814814814814814, 0.3955501, 0.13400033, 1759.5652, 1.7751498, 0.0015504983, 0.08105469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6499379, 3.3563669, 2.9989738, 2.250705, 0.0, 1600, 27, 4, 0, 22
24, 0.5081967213114754, 10.669444444444444, 0.0, -1, -1, 500.0, 31724, 0.0, 0.0, 61, 27, 0.14814814814814814, -0.07909998, 0.46270612, 1759.6307, 1.7165685, 0.002917545, 0.20605469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.482174, 3.291209, 2.8278763, 2.2580073, 0.0, 1356, 27, 4, 0, 22
25, 0.5081967213114754, 10.669444444444444, 0.0, -1, -1, 500.0, 32876, 0.0, 0.0, 61, 27, 0.14814814814814814, 0.2875026, 0.07921499, 1759.7441, 1.7456213, 0.0025321967, 0.10546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8373685, 3.5720775, 3.2151148, 2.302521, 0.0, 1612, 27, 4, 0, 22
26, 0.5081967213114754, 10.669444444444444, 0.0, -1, -1, 500.0, 34028, 0.0, 0.0, 61, 27, 0.14814814814814814, -0.012115911, 0.42595348, 1759.854, 1.7636014, 0.0017349153, 0.107421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8127043, 3.541585, 3.1014044, 2.2321415, 0.0, 1868, 27, 4, 0, 22
27, 0.45714285714285713, 10.635353535353536, 0.0, -1, -1, 500.0, 35180, 0.0, 0.0, 70, 27, 0.14814814814814814, 0.32140344, 0.22005555, 1760.0067, 1.7290515, 0.004740986, 0.30371094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0791435, 3.6469207, 3.160803, 2.2829597, 0.0, 2124, 27, 4, 0, 22
28, 0.45714285714285713, 10.635353535353536, 0.0, -1, -1, 500.0, 36332, 0.0, 0.0, 70, 27, 0.14814814814814814, 0.053720087, 0.1810633, 1760.1951, 1.1083505, 0.0025172427, 0.13109756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9019394, 3.4892333, 2.7036595, 2.3341925, 0.0, 1380, 27, 4, 0, 22
29, 0.45714285714285713, 10.635353535353536, 0.0, -1, -1, 500.0, 37484, 0.0, 0.0, 70, 28, 0.14285714285714285, 0.2329334, 0.032808606, 1760.4653, 0.89851147, 0.00071264274, 0.01953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7682993, 3.1109524, 2.9212573, 2.4254725, 0.0, 1164, 28, 4, 0, 23
30, 0.45714285714285713, 10.635353535353536, 0.0, -1, -1, 500.0, 38636, 0.0, 0.0, 70, 28, 0.14285714285714285, 0.15628594, 0.03391999, 1760.6597, 0.88487166, 0.0032080482, 0.16015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7396686, 3.4476743, 2.91901, 2.577519, 0.0, 1420, 28, 4, 0, 23
31, 0.43037974683544306, 11.667099567099568, 0.0, -1, -1, 500.0, 39788, 0.0, 0.0, 79, 28, 0.17857142857142858, 0.16643627, 0.16981599, 1760.8278, 1.0811709, 0.00077844097, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7549404, 3.3985162, 2.7407522, 2.6781642, 0.0, 1952, 28, 4, 0, 23
32, 0.43037974683544306, 11.667099567099568, 0.0, -1, -1, 500.0, 40940, 0.0, 0.0, 79, 28, 0.17857142857142858, 0.0029304624, 0.28456956, 1761.1095, 1.7130445, 0.0032998226, 0.16113281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6731484, 3.8611887, 2.7546382, 2.6463664, 0.0, 1096, 28, 4, 0, 23
33, 0.43037974683544306, 11.667099567099568, 0.0, -1, -1, 500.0, 42092, 0.0, 0.0, 79, 28, 0.17857142857142858, 0.082462214, 0.2382126, 1761.3574, 1.7380589, 0.001662795, 0.08984375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1774268, 4.1202745, 3.7817745, 2.3110569, 0.0, 1352, 28, 4, 0, 23
34, 0.43037974683544306, 11.667099567099568, 0.0, -1, -1, 500.0, 43244, 0.0, 0.0, 79, 28, 0.17857142857142858, 0.30060846, 0.044440534, 1761.4854, 1.7694776, 0.0010677458, 0.053710938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.959278, 3.9599361, 3.5162392, 2.271494, 0.0, 1608, 28, 4, 0, 23
35, 0.3977272727272727, 11.792099567099568, 0.0, -1, -1, 500.0, 44396, 0.0, 0.0, 88, 28, 0.17857142857142858, 0.34195665, 0.26250052, 1761.7797, 1.7333529, 0.0008657858, 0.05273437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6868047, 3.726089, 2.8607762, 2.4556992, 0.0, 1864, 28, 4, 0, 23
36, 0.3977272727272727, 11.792099567099568, 0.0, -1, -1, 500.0, 45548, 0.0, 0.0, 88, 28, 0.17857142857142858, -0.07560794, 0.35271767, 1762.2749, 1.7424992, 0.0014720623, 0.09765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7601583, 3.945382, 2.8655696, 2.6080332, 0.0, 1120, 28, 4, 0, 23
37, 0.3977272727272727, 11.792099567099568, 0.0, -1, -1, 500.0, 46700, 0.0, 0.0, 88, 28, 0.17857142857142858, 0.42505842, 0.026387537, 1762.4727, 1.7864144, 0.00032479514, 0.0078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8304393, 3.6736598, 3.1966133, 2.030775, 0.0, 1376, 28, 4, 0, 23
38, 0.3977272727272727, 11.792099567099568, 0.0, -1, -1, 500.0, 47852, 0.0, 0.0, 88, 28, 0.17857142857142858, 0.37803304, 0.01842307, 1762.7185, 1.8037368, 8.76006e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7497323, 3.1651738, 2.8564262, 1.9908975, 0.0, 1632, 28, 4, 0, 23
39, 0.3711340206185567, 11.736446886446886, 0.0, -1, -1, 500.0, 49004, 0.0, 0.0, 97, 28, 0.17857142857142858, 0.34966707, 0.11750145, 1763.0948, 1.7256508, 0.0029810532, 0.11328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1060672, 2.7929566, 2.593126, 2.2685997, 0.0, 1888, 28, 4, 0, 23
40, 0.3711340206185567, 11.736446886446886, 0.0, -1, -1, 500.0, 50156, 0.0, 0.0, 97, 28, 0.17857142857142858, 0.03747547, 0.24469838, 1763.5208, 1.7591213, 0.0038505683, 0.23242188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0839946, 3.1808105, 2.5705693, 2.1489284, 0.0, 5720, 28, 4, 0, 23
41, 0.3711340206185567, 11.736446886446886, 0.0, -1, -1, 500.0, 51308, 0.0, 0.0, 97, 28, 0.17857142857142858, 0.27021313, 0.024048615, 1763.8132, 1.7800143, 0.00044588902, 0.02050781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7143703, 3.251462, 2.9276867, 1.2291756, 0.0, 4476, 28, 4, 0, 23
42, 0.3711340206185567, 11.736446886446886, 0.0, -1, -1, 500.0, 52460, 0.0, 0.0, 97, 28, 0.17857142857142858, 0.087440714, 0.21059908, 1764.1506, 1.7846837, 0.00084739533, 0.052734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7214465, 3.319109, 2.9320362, 1.2098404, 0.0, 4732, 28, 4, 0, 23
43, 0.31, 11.74885290148448, 0.0, -1, -1, 500.0, 53612, 0.0, 0.0, 106, 28, 0.17857142857142858, 0.04548496, 0.27144608, 1764.6018, 1.7158403, 0.0034053528, 0.12792969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1800451, 3.4012868, 2.8709567, 1.8267778, 0.0, 4804, 28, 4, 0, 23
44, 0.31, 11.74885290148448, 0.0, -1, -1, 500.0, 54764, 0.0, 0.0, 106, 28, 0.17857142857142858, 0.17158079, 0.17564003, 1765.0867, 1.7656935, 0.0015412797, 0.07910156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2019806, 3.4880114, 3.024499, 1.6192003, 0.0, 2852, 28, 4, 0, 23
45, 0.31, 11.74885290148448, 0.0, -1, -1, 500.0, 55916, 0.0, 0.0, 106, 28, 0.17857142857142858, 0.1357213, 0.03783011, 1765.3793, 1.7835557, 0.0015406543, 0.072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8147454, 3.6468387, 3.1252453, 0.9739523, 0.0, 3108, 28, 4, 0, 23
46, 0.31, 11.74885290148448, 0.0, -1, -1, 500.0, 57068, 0.0, 0.0, 106, 28, 0.17857142857142858, -0.043014906, 0.23074917, 1765.5779, 1.0072383, 0.0011385208, 0.06379311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8340373, 3.9397259, 3.256039, 1.0336486, 0.0, 3364, 28, 4, 0, 23
47, 0.23, 12.220289855072464, 0.0, -1, -1, 500.0, 58220, 0.0, 0.0, 115, 28, 0.21428571428571427, 0.1699469, 0.119274266, 1765.7598, 1.4014375, 0.0042742263, 0.16947114, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7188869, 3.4099045, 3.1344366, 1.5149611, 0.0, 3620, 28, 4, 0, 23
48, 0.23, 12.220289855072464, 0.0, -1, -1, 500.0, 59372, 0.0, 0.0, 115, 28, 0.21428571428571427, 0.044010468, 0.16273516, 1766.0217, 1.7427067, 0.0021930495, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1560066, 3.7539353, 3.4079156, 1.4863414, 0.0, 2376, 28, 4, 0, 23
49, 0.23, 12.220289855072464, 0.0, -1, -1, 500.0, 60524, 0.0, 0.0, 115, 28, 0.21428571428571427, 0.30391067, 0.005036574, 1766.2161, 1.7800508, 0.00054747553, 0.018554686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8879695, 3.8576655, 3.30908, 1.0913931, 0.0, 2632, 28, 4, 0, 23
50, 0.23, 12.220289855072464, 0.0, -1, -1, 500.0, 61676, 0.0, 0.0, 115, 28, 0.21428571428571427, -0.15192564, 0.24800211, 1766.3501, 1.4133742, 0.004596066, 0.19390243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.836903, 3.7925272, 3.190858, 1.0088067, 0.0, 2888, 28, 4, 0, 23
51, 0.2, 12.288333333333334, 0.0, -1, -1, 500.0, 62828, 0.0, 0.0, 124, 28, 0.25, 0.15977801, 0.129085, 1766.6058, 1.4265155, 0.0023969256, 0.16363636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6959128, 3.83789, 3.1783044, 1.9905154, 0.0, 2644, 28, 4, 0, 23
52, 0.2, 12.288333333333334, 0.0, -1, -1, 500.0, 63980, 0.0, 0.0, 124, 28, 0.25, 0.3762233, 0.022207504, 1767.041, 1.7659372, 0.003007512, 0.14746094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6065285, 3.5097988, 3.0658455, 2.1084034, 0.0, 1900, 28, 4, 0, 23
53, 0.2, 12.288333333333334, 0.0, -1, -1, 500.0, 65132, 0.0, 0.0, 124, 28, 0.25, 0.28537905, 0.08651006, 1767.5305, 1.7787454, 0.003260804, 0.18261719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8589182, 3.74294, 3.2296867, 1.2322644, 0.0, 2156, 28, 4, 0, 23
54, 0.2, 12.288333333333334, 0.0, -1, -1, 500.0, 66284, 0.0, 0.0, 124, 33, 0.21212121212121213, 0.32824072, 0.013793971, 1767.9756, 1.7813736, 0.0019057267, 0.099609375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.862942, 3.6794755, 3.206104, 1.0234455, 0.0, 1412, 33, 4, 5, 23
55, 0.22, 12.680316742081446, 0.0, -1, -1, 500.0, 67436, 0.0, 0.0, 133, 33, 0.21212121212121213, 0.19443293, 0.23952812, 1768.325, 1.7164488, 0.007291715, 0.3017578, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5883636, 3.308145, 2.970677, 1.7850046, 0.0, 2168, 33, 4, 5, 23
56, 0.22, 12.680316742081446, 0.0, -1, -1, 500.0, 68588, 0.0, 0.0, 133, 33, 0.21212121212121213, 0.08046365, 0.44862777, 1768.7162, 1.7325176, 0.0036886884, 0.2578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0916758, 3.5178835, 3.3406847, 1.6198946, 0.0, 1424, 33, 4, 5, 23
57, 0.22, 12.680316742081446, 0.0, -1, -1, 500.0, 69740, 0.0, 0.0, 133, 33, 0.21212121212121213, 0.3134601, 0.02064025, 1769.0133, 1.7952616, 0.00045953383, 0.013671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8325057, 3.522531, 3.0886295, 1.4097376, 0.0, 1680, 33, 4, 5, 23
58, 0.22, 12.680316742081446, 0.0, -1, -1, 500.0, 70892, 0.0, 0.0, 133, 33, 0.21212121212121213, 0.20954852, 0.09252828, 1769.3783, 1.7910385, 0.0008557106, 0.053710934, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7571049, 3.4486797, 2.9482493, 1.4409314, 0.0, 1936, 33, 4, 5, 23
59, 0.19, 12.670512820512819, 0.0, -1, -1, 500.0, 72044, 0.0, 0.0, 142, 33, 0.21212121212121213, -0.046146803, 0.4551818, 1769.8611, 1.3405071, 0.0067712697, 0.1359447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7092164, 3.6034884, 3.2366858, 2.3871906, 0.0, 2192, 33, 4, 5, 23
60, 0.19, 12.670512820512819, 0.0, -1, -1, 500.0, 73196, 0.0, 0.0, 142, 33, 0.21212121212121213, -0.05858647, 0.36028957, 1770.4929, 0.86917543, 0.001705376, 0.08203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.92097, 3.581683, 3.3525686, 1.9633442, 0.0, 1264, 33, 4, 5, 23
61, 0.19, 12.670512820512819, 0.0, -1, -1, 500.0, 74348, 0.0, 0.0, 142, 33, 0.21212121212121213, -0.13410616, 0.26288, 1771.1134, 0.8826789, 0.0025950423, 0.15039062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7912273, 3.3505454, 3.0766943, 1.465367, 0.0, 1520, 33, 4, 5, 23
62, 0.19, 12.895512820512819, 0.0, 23, 416, 499.39, 75500, 0.1, 10.0, 151, 38, 0.18421052631578946, 0.020500444, 0.051403236, 1771.6179, 0.8434037, 0.0012834034, 0.072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7433643, 3.4249644, 3.0097332, 1.6443696, 0.0, 1500, 38, 9, 5, 23
63, 0.19, 12.895512820512819, 0.0, 23, 416, 499.39, 76652, 0.1, 10.0, 151, 38, 0.18421052631578946, 0.05215181, 0.3785327, 1772.0723, 1.705907, 0.005431204, 0.2734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6918926, 3.5450602, 3.1841426, 2.1627452, 0.0, 1256, 38, 9, 5, 23
64, 0.19, 12.895512820512819, 0.0, 23, 416, 499.39, 77804, 0.1, 10.0, 151, 38, 0.18421052631578946, -0.6761619, 2.3467789, 1772.5146, 1.7260467, 0.003719883, 0.20214844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1141453, 3.6950884, 3.4210346, 1.7066909, 0.0, 1512, 38, 9, 5, 23
65, 0.19, 12.895512820512819, 0.0, 23, 416, 499.39, 78956, 0.1, 10.0, 151, 38, 0.18421052631578946, -0.22162355, 0.7523049, 1772.8298, 1.6331483, 0.0042843176, 0.30416667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.091829, 3.605813, 3.4121394, 1.5824164, 0.0, 1268, 38, 9, 5, 23
66, 0.2, 13.427439227439226, 0.0008936550491510277, 23, 392, 498.32, 80108, 0.3, 10.0, 160, 38, 0.19736842105263158, 0.23908624, 0.14486182, 1773.1058, 1.4930576, 0.0020710125, 0.123318374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8161073, 4.007672, 3.493372, 1.8559631, 0.0, 1022, 38, 9, 5, 23
67, 0.2, 13.427439227439226, 0.0008936550491510277, 23, 392, 498.32, 81260, 0.3, 10.0, 160, 38, 0.19736842105263158, -0.21483392, 1.114003, 1773.4802, 1.7022922, 0.004100537, 0.2705078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8222492, 4.12346, 3.6970184, 2.1302855, 0.0, 778, 38, 9, 5, 23
68, 0.2, 13.427439227439226, 0.0008936550491510277, 23, 392, 498.32, 82412, 0.3, 10.0, 160, 38, 0.19736842105263158, 0.36383897, 0.03247123, 1773.7292, 1.7802796, 0.0021505356, 0.12499999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8733459, 3.6640363, 3.2884305, 1.935729, 0.0, 1034, 38, 9, 5, 23
69, 0.21, 14.427439227439226, 0.0008896797153024911, 23, 256, 496.11, 83564, 0.4, 10.0, 161, 38, 0.19736842105263158, 0.23336634, 0.048203487, 1774.1013, 1.7954035, 0.0005851254, 0.026367188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7660747, 3.4066253, 2.9239235, 1.837443, 0.0, 875, 38, 9, 5, 23
70, 0.21, 13.639343989343988, 0.0017346053772766695, 23, 256, 496.11, 84716, 0.4, 10.0, 169, 38, 0.19736842105263158, -0.3173072, 1.2850952, 1774.5978, 1.6849613, 0.0022068722, 0.087890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7099597, 3.7391396, 3.1174753, 2.2134354, 0.0, 910, 38, 9, 5, 23
71, 0.21, 13.639343989343988, 0.0017346053772766695, 23, 256, 496.11, 85868, 0.4, 10.0, 169, 38, 0.19736842105263158, 0.15392774, 0.15537137, 1775.2538, 1.7426523, 0.0019112523, 0.115686275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7877245, 3.71294, 3.2564523, 2.3657856, 0.0, 666, 38, 9, 5, 23
72, 0.22, 13.807994782994781, 0.0034904013961605585, 23, 206, 491.12, 87020, 0.6, 10.0, 172, 38, 0.2017543859649123, 0.25937027, 0.10106626, 1775.7223, 1.4867378, 0.00072684785, 0.034246575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8442464, 3.8501751, 3.2622685, 2.2164068, 0.0, 600, 38, 9, 5, 23
73, 0.24, 13.949408924408923, 0.003421727972626176, 23, 206, 488.6, 88172, 0.8, 10.0, 174, 38, 0.2017543859649123, 0.3913143, 0.029433059, 1776.1799, 1.7958494, 0.00022103463, 0.004882812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7751722, 4.0510488, 3.115085, 1.890325, 0.0, 856, 38, 9, 5, 23
