it, ret_suc, exp_suc, opt_len, dist_from_opt, len_mean, frames, rew_mean, score, ep, cells, arch_suc, cum_suc, policy_loss, value_loss, l2_loss, policy_entropy, approxkl, clipfrac, sil_pg_loss, sil_vf_loss, sil_loss, sil_entropy, sil_valid_min, sil_valid_max, sil_valid_mean, neglop_sil_min, neglop_sil_max, neglop_sil_mean, mean_val_pred, mean_sil_r, sil_frames, no_score_cells, cells_found_ret, cells_found_rand, cells_found_policy
1, -1, -1, -1, -1, nan, 3072, nan, 0.0, 0, 20, 0.0, 0, 0.0, 0.0, 1759.9956, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7111242, 2.7156165, 2.7147667, 0.008140533, 0.0, 3072, 20, 0, 9, 10
2, 1.0, 0.3333333333333333, 23, 247, 270.0, 5070, 10.0, 10.0, 1, 34, 0.0, 0, 0.0, 0.0, 1759.9746, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6180036, 2.6844506, 2.642286, 0.008172266, 0.0, 3328, 34, 0, 9, 24
3, 1.0, 0.3333333333333333, 23, 247, 270.0, 6990, 10.0, 10.0, 1, 34, 0.0, 0, 0.0, 0.0, 1759.9509, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.490687, 2.679162, 2.616325, 0.22360905, 0.0, 3584, 34, 0, 9, 24
4, 1.0, 0.3333333333333333, 23, 247, 270.0, 8910, 10.0, 10.0, 1, 34, 0.0, 0, 0.0, 0.0, 1759.9172, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6778543, 2.706388, 2.696135, 0.643773, 0.0, 3840, 34, 0, 9, 24
5, 1.0, 0.3333333333333333, 23, 247, 270.0, 10830, 10.0, 10.0, 1, 36, 0.0, 0, 0.0, 0.0, 1759.8762, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7170312, 2.7411518, 2.7249858, 1.043395, 0.0, 4096, 36, 0, 9, 26
6, 1.0, 0.3333333333333333, 23, 247, 270.0, 12750, 10.0, 10.0, 1, 36, 0.0, 0, 0.0, 0.0, 1759.8467, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7202845, 2.7427893, 2.7280364, 1.2750331, 0.0, 4352, 36, 0, 9, 26
7, 1.0, 0.3333333333333333, 23, 247, 270.0, 14670, 10.0, 10.0, 1, 36, 0.0, 0, 0.0, 0.0, 1759.8071, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7182832, 2.7330866, 2.7233388, 1.4125843, 0.0, 4608, 36, 0, 9, 26
8, 1.0, 0.008849557522123894, 23, 247, 954.375, 16062, 0.625, 10.0, 16, 36, 0.027777777777777776, 1.0, -0.3635983, 0.25609985, 1759.756, 1.2118727, 0.0058759544, 0.3181818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7142649, 3.2489667, 2.9433334, 1.5124159, 0.0, 4096, 36, 0, 9, 26
9, 1.0, 0.008849557522123894, 23, 247, 954.375, 17214, 0.625, 10.0, 16, 36, 0.027777777777777776, 1.0, 0.013058933, 0.22113688, 1759.6858, 1.7824935, 0.0035317596, 0.21386719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.783693, 2.9344034, 2.8669882, 1.7239379, 0.0, 816, 36, 0, 9, 26
10, 1.0, 0.008849557522123894, 23, 247, 954.375, 18366, 0.625, 10.0, 16, 36, 0.027777777777777776, 1.0, 0.44839534, 0.017193193, 1759.6357, 1.7969695, 0.0011645306, 0.06347656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7316692, 2.9246712, 2.8185678, 1.8896184, 0.0, 880, 36, 0, 9, 26
11, 1.0, 0.008849557522123894, 23, 247, 954.375, 19518, 0.625, 10.0, 16, 36, 0.027777777777777776, 1.0, 0.37177393, 0.020350674, 1759.581, 1.8041111, 5.8136524e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7440984, 3.1099653, 2.8382976, 1.9050041, 0.0, 1136, 36, 0, 9, 26
12, 1.0, 0.008849557522123894, 23, 247, 954.375, 20670, 0.625, 10.0, 16, 36, 0.027777777777777776, 1.0, 0.16555059, 0.067748636, 1759.5417, 1.7871877, 0.001083093, 0.06933594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7447326, 3.3488073, 2.981854, 1.7103786, 0.0, 1392, 36, 0, 9, 26
13, 1.0, 0.008849557522123894, 23, 247, 954.375, 21822, 0.625, 10.0, 16, 36, 0.027777777777777776, 1.0, 0.31339648, 0.017288543, 1759.5117, 1.7939093, 0.0015061607, 0.09863281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7507348, 3.3159168, 3.065485, 1.6988217, 0.0, 1648, 36, 0, 9, 26
14, 0.9411764705882353, 0.008849557522123894, 23, 247, 946.8823529411765, 22974, 1.1764705882352942, 10.0, 17, 36, 0.027777777777777776, 1.0, 0.3143233, 0.017233688, 1759.4867, 1.7928258, 0.0009124675, 0.051757812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7502408, 3.1582515, 2.9584336, 1.5869538, 0.0, 1904, 36, 0, 9, 26
15, 0.9411764705882353, 0.008849557522123894, 23, 247, 946.8823529411765, 24126, 1.1764705882352942, 10.0, 17, 36, 0.027777777777777776, 1.0, 0.38647273, 0.017040374, 1759.4961, 1.8011782, 0.00017159071, 0.0009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7352996, 2.9805195, 2.8325417, 1.4397558, 0.0, 2160, 36, 0, 9, 26
16, 0.72, 0.005747126436781609, 23, 247, 963.88, 25278, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.053122718, 0.2691954, 1759.5514, 1.7463139, 0.0015145468, 0.12207031, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5603037, 2.8466182, 2.6692395, 1.5461107, 0.0, 1416, 37, 0, 9, 27
17, 0.72, 0.005747126436781609, 23, 247, 963.88, 26430, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.0010006387, 0.2405136, 1759.6306, 1.7812845, 0.004207159, 0.20605469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4885912, 3.3718581, 2.8624253, 1.4299389, 0.0, 672, 37, 0, 9, 27
18, 0.72, 0.005747126436781609, 23, 247, 963.88, 27582, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.40836617, 0.045456577, 1759.6831, 1.7830498, 0.0008607502, 0.043945312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7930007, 3.7977772, 3.1512, 1.3472265, 0.0, 928, 37, 0, 9, 27
19, 0.7307692307692307, 0.010810810810810811, 23, 247, 943.0769230769231, 28734, 1.1538461538461537, 10.0, 26, 37, 0.02702702702702703, 1.0, 0.27545002, 0.041977175, 1759.7472, 1.7943363, 0.00030555742, 0.005859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7437005, 3.4799247, 2.9592597, 1.4986202, 0.0, 1184, 37, 0, 9, 27
20, 0.7307692307692307, 0.010810810810810811, 23, 247, 943.0769230769231, 29886, 1.1538461538461537, 10.0, 26, 37, 0.02702702702702703, 1.0, -0.38070855, 0.37632576, 1759.8323, 1.7438972, 0.0012965978, 0.07569721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7312121, 3.7119029, 3.0363424, 1.4549103, 0.0, 1440, 37, 0, 9, 27
21, 0.7407407407407407, 0.016129032258064516, 23, 247, 931.6296296296297, 31038, 1.4814814814814814, 10.0, 27, 37, 0.05405405405405406, 2.0, -0.6415498, 0.40386233, 1759.924, 1.3335401, 0.0021715327, 0.1135204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5747316, 3.8037477, 3.1189818, 1.668068, 0.0, 1696, 37, 0, 9, 27
22, 0.7142857142857143, 0.016129032258064516, 23, 247, 934.0714285714286, 32190, 1.4285714285714286, 10.0, 28, 37, 0.05405405405405406, 2.0, -0.17576891, 0.22498573, 1759.9944, 0.8883102, 0.002759633, 0.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5566363, 3.7347455, 3.04309, 1.7833065, 0.0, 1318, 37, 0, 9, 27
23, 0.6470588235294118, 0.012552301255230125, 23, 247, 945.7058823529412, 33342, 1.1764705882352942, 10.0, 34, 38, 0.07894736842105263, 3.0, -0.025866725, 0.11201596, 1759.9723, 0.94349736, 0.004022821, 0.21691176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2648158, 3.4402704, 2.9092367, 1.6670042, 0.0, 1574, 38, 0, 9, 28
24, 0.6470588235294118, 0.012552301255230125, 23, 247, 945.7058823529412, 34494, 1.1764705882352942, 10.0, 34, 38, 0.07894736842105263, 3.0, 0.18941434, 0.19826192, 1759.957, 1.79176, 0.0039974963, 0.18359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.256607, 3.0506198, 2.7337573, 1.5155091, 0.0, 1253, 38, 0, 9, 28
25, 0.6470588235294118, 0.012552301255230125, 23, 247, 945.7058823529412, 35646, 1.1764705882352942, 10.0, 34, 38, 0.07894736842105263, 3.0, 0.08270295, 0.09137354, 1759.9928, 1.7985659, 0.00041496358, 0.013671875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.732062, 3.050868, 2.8096254, 1.2079214, 0.0, 1509, 38, 0, 9, 28
26, 0.6470588235294118, 0.012552301255230125, 23, 247, 945.7058823529412, 36798, 1.1764705882352942, 10.0, 34, 38, 0.07894736842105263, 3.0, 0.37182567, 0.011619262, 1760.016, 1.799828, 0.00024450384, 0.005859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7308145, 3.1788332, 2.8788004, 1.1502091, 0.0, 1765, 38, 0, 9, 28
27, 0.6285714285714286, 0.016, 23, 247, 947.2571428571429, 37950, 1.1428571428571428, 10.0, 35, 38, 0.07894736842105263, 3.0, 0.21081622, 0.071935676, 1760.0151, 1.802111, 0.00013205981, 0.0058593745, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7231972, 3.3604321, 2.7952309, 1.1808716, 0.0, 2021, 38, 0, 9, 28
28, 0.6111111111111112, 0.0199203187250996, 23, 247, 948.7222222222222, 39102, 1.1111111111111112, 10.0, 36, 38, 0.07894736842105263, 3.0, 0.3100079, 0.048591875, 1760.0165, 1.7773565, 0.001157497, 0.07714844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7122278, 3.4798923, 2.9657004, 1.2002004, 0.0, 2277, 38, 0, 9, 28
29, 0.6216216216216216, 0.02247191011235955, 23, 247, 943.918918918919, 40254, 1.3513513513513513, 10.0, 37, 38, 0.07894736842105263, 3.0, -0.34282738, 0.33657724, 1760.0004, 1.1773744, 0.0012390872, 0.06029412, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.711031, 3.3386369, 3.021615, 1.5236841, 0.0, 1533, 38, 0, 9, 28
30, 0.625, 0.027586206896551724, 23, 247, 940.575, 41406, 1.75, 10.0, 40, 38, 0.10526315789473684, 4.0, 0.03913115, 0.1412541, 1760.0186, 1.2452018, 0.0017055478, 0.11805555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7863371, 3.3312612, 3.077551, 1.5266572, 0.0, 1789, 38, 0, 9, 28
31, 0.6046511627906976, 0.025396825396825397, 23, 247, 944.7209302325581, 42558, 1.627906976744186, 10.0, 43, 38, 0.10526315789473684, 4.0, 0.3109376, 0.011401517, 1760.1531, 1.7882177, 0.0021527708, 0.13476562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6541681, 3.0786242, 2.8993437, 1.2972604, 0.0, 2816, 38, 0, 9, 28
32, 0.6046511627906976, 0.025396825396825397, 23, 247, 944.7209302325581, 43710, 1.627906976744186, 10.0, 43, 38, 0.10526315789473684, 4.0, 0.3690112, 0.012245234, 1760.3025, 1.7995213, 0.0002182443, 0.0078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7208848, 2.8752022, 2.7657087, 1.0643647, 0.0, 3072, 38, 0, 9, 28
33, 0.6046511627906976, 0.025396825396825397, 23, 247, 944.7209302325581, 44862, 1.627906976744186, 10.0, 43, 38, 0.10526315789473684, 4.0, 0.2362195, 0.04640151, 1760.3887, 1.7858557, 0.0007085613, 0.053710938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7187824, 3.3062265, 2.8237493, 0.8903728, 0.0, 3328, 38, 0, 9, 28
34, 0.6136363636363636, 0.03058103975535168, 23, 247, 945.0909090909091, 46014, 1.8181818181818181, 10.0, 44, 38, 0.10526315789473684, 4.0, 0.29525185, 0.015995167, 1760.4366, 1.7972871, 0.00029489998, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7144132, 3.2376418, 2.86362, 0.75026053, 0.0, 2813, 38, 0, 9, 28
35, 0.6304347826086957, 0.03812316715542522, 23, 247, 931.9347826086956, 47166, 2.1739130434782608, 10.0, 46, 38, 0.10526315789473684, 4.0, 0.2936915, 0.03192191, 1760.5468, 1.8046634, 4.1143965e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7112923, 2.8818724, 2.748862, 0.7330803, 0.0, 2217, 38, 0, 9, 28
36, 0.6170212765957447, 0.04093567251461988, 23, 247, 933.3829787234042, 48318, 2.127659574468085, 10.0, 47, 38, 0.10526315789473684, 4.0, 0.2678425, 0.045473684, 1760.7898, 1.7896163, 0.00089590845, 0.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5461874, 2.7748604, 2.718995, 0.95376015, 0.0, 2473, 38, 0, 9, 28
37, 0.625, 0.0443213296398892, 23, 247, 933.3958333333334, 49470, 2.2916666666666665, 10.0, 48, 38, 0.10526315789473684, 4.0, 0.40612638, 0.06294094, 1760.9338, 1.7890377, 0.00059616717, 0.025390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4584875, 2.7774367, 2.7030606, 1.398181, 0.0, 1729, 38, 0, 9, 28
38, 0.6122448979591837, 0.045576407506702415, 23, 247, 934.7551020408164, 50622, 2.2448979591836733, 10.0, 49, 38, 0.10526315789473684, 4.0, 0.07417234, 0.23229581, 1761.1399, 1.7639003, 0.00080127554, 0.040039062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2355602, 2.9994495, 2.736406, 1.3520117, 0.0, 7434, 38, 0, 9, 28
39, 0.6037735849056604, 0.04714640198511166, 23, 247, 929.4528301886793, 51774, 2.2641509433962264, 10.0, 53, 38, 0.10526315789473684, 4.0, 0.38986722, 0.021416096, 1761.47, 1.7878566, 0.00048428518, 0.020507812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1477804, 2.8767986, 2.7140892, 1.3301567, 0.0, 5762, 38, 0, 9, 28
40, 0.6037735849056604, 0.04714640198511166, 23, 247, 929.4528301886793, 52926, 2.2641509433962264, 10.0, 53, 38, 0.10526315789473684, 4.0, 0.31803206, 0.0039392617, 1761.8594, 1.8033749, 6.9170426e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7111843, 2.849032, 2.7418187, 1.0567983, 0.0, 5090, 38, 0, 9, 28
41, 0.6037735849056604, 0.04714640198511166, 23, 247, 929.4528301886793, 54078, 2.2641509433962264, 10.0, 53, 38, 0.10526315789473684, 4.0, 0.25651675, 0.016773894, 1762.1245, 1.8050557, 1.8211716e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7129173, 2.76798, 2.7273188, 1.0321112, 0.0, 5346, 38, 0, 9, 28
42, 0.5925925925925926, 0.05060240963855422, 23, 247, 930.7592592592592, 55230, 2.2222222222222223, 10.0, 54, 38, 0.10526315789473684, 4.0, 0.13109645, 0.083991244, 1762.4219, 1.7717906, 0.0003196823, 0.015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7191162, 3.6152084, 2.9644423, 0.8582437, 0.0, 5602, 38, 0, 9, 28
43, 0.5892857142857143, 0.05466970387243736, 23, 247, 925.3035714285714, 56382, 2.3214285714285716, 10.0, 56, 38, 0.10526315789473684, 4.0, 0.35999534, 0.023672393, 1762.7627, 1.8005677, 0.00015046247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.716183, 3.5113654, 2.8946052, 0.7585427, 0.0, 5314, 38, 0, 9, 28
44, 0.5789473684210527, 0.056818181818181816, 23, 247, 926.6140350877193, 57534, 2.280701754385965, 10.0, 57, 38, 0.10526315789473684, 4.0, -0.027964, 0.68171936, 1763.0365, 1.7470188, 0.0012754167, 0.08203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4461884, 3.6969066, 2.888874, 1.3435093, 0.0, 4128, 38, 0, 9, 28
45, 0.5689655172413793, 0.058823529411764705, 23, 247, 927.8793103448276, 58686, 2.2413793103448274, 10.0, 58, 38, 0.10526315789473684, 4.0, -0.021821229, 0.13343221, 1763.487, 1.730918, 0.0018243657, 0.094726555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2944682, 3.282255, 2.8830032, 1.8746363, 0.0, 3384, 38, 0, 9, 28
46, 0.5573770491803278, 0.06736842105263158, 23, 229, 919.1639344262295, 59838, 2.2950819672131146, 10.0, 61, 38, 0.10526315789473684, 4.0, -0.517484, 1.1945117, 1764.2283, 1.5871136, 0.003021826, 0.196875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.168902, 3.0133133, 2.6652086, 2.0113165, 0.0, 2640, 38, 0, 9, 28
47, 0.546875, 0.0682261208576998, 23, 229, 912.234375, 60990, 2.34375, 10.0, 64, 38, 0.10526315789473684, 4.0, 0.29580304, 0.0135801425, 1765.144, 1.7641984, 0.0016304434, 0.0859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0946026, 2.985485, 2.7031384, 1.7038654, 0.0, 2473, 38, 0, 9, 28
48, 0.546875, 0.0682261208576998, 23, 229, 912.234375, 62142, 2.34375, 10.0, 64, 38, 0.10526315789473684, 4.0, -0.40238878, 0.6175155, 1765.8573, 1.6216509, 0.0007172866, 0.041666668, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7183452, 3.1305172, 2.8273437, 1.022493, 0.0, 2729, 38, 0, 9, 28
49, 0.5538461538461539, 0.07224334600760456, 23, 229, 911.4923076923077, 63294, 2.4615384615384617, 10.0, 65, 38, 0.10526315789473684, 4.0, 0.17820215, 0.005248864, 1766.3772, 0.9023635, 1.5406478e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.718777, 3.239307, 2.911595, 1.0994081, 0.0, 2985, 38, 0, 9, 28
50, 0.5606060606060606, 0.07509157509157509, 23, 229, 904.2575757575758, 64446, 2.5757575757575757, 10.0, 66, 38, 0.10526315789473684, 4.0, 0.12766245, 0.01432121, 1766.8616, 0.9025828, 5.191888e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7075272, 2.9197953, 2.7407417, 1.2086978, 0.0, 3241, 38, 0, 9, 28
51, 0.5362318840579711, 0.08041958041958042, 23, 229, 902.4202898550725, 65598, 2.608695652173913, 10.0, 69, 38, 0.10526315789473684, 4.0, 0.12800024, 0.0025502844, 1767.4156, 0.90263623, 1.6219501e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.697119, 2.7092137, 2.703546, 1.3182826, 0.0, 3497, 38, 0, 9, 28
52, 0.5211267605633803, 0.08305084745762711, 23, 229, 891.5211267605633, 66750, 2.816901408450704, 10.0, 71, 38, 0.10526315789473684, 4.0, 0.18355647, 0.0078037283, 1768.0865, 0.90266126, 1.2996545e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6850817, 2.7061565, 2.698735, 1.3468717, 0.0, 3753, 38, 0, 9, 28
53, 0.5211267605633803, 0.08305084745762711, 23, 229, 891.5211267605633, 67902, 2.816901408450704, 10.0, 71, 38, 0.10526315789473684, 4.0, 0.058679607, 0.0044675316, 1768.4608, 0.9026709, 4.238199e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6904283, 2.7056446, 2.7002392, 1.3909054, 0.0, 4009, 38, 0, 9, 28
54, 0.5205479452054794, 0.08609271523178808, 23, 229, 894.4931506849315, 69054, 2.73972602739726, 10.0, 73, 38, 0.10526315789473684, 4.0, -0.47437382, 0.6197727, 1768.6647, 1.4330406, 0.003869466, 0.20756882, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8803828, 3.3266368, 2.777372, 2.2797353, 0.0, 3651, 38, 0, 9, 28
55, 0.5333333333333333, 0.08307210031347963, 23, 122, 885.9066666666666, 70206, 2.8, 10.0, 75, 38, 0.1118421052631579, 4.25, 0.027613562, 0.203326, 1768.8014, 1.5568324, 0.0036421358, 0.23535565, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8997068, 3.429463, 2.9233494, 2.599254, 0.0, 1463, 38, 0, 9, 28
56, 0.5324675324675324, 0.08742331288343558, 23, 122, 880.4155844155844, 71358, 2.987012987012987, 10.0, 77, 38, 0.1118421052631579, 4.25, 0.10860661, 0.16080563, 1769.031, 1.7574455, 0.0028334777, 0.17480469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1799467, 3.4299798, 2.9063656, 1.8562374, 0.0, 1719, 38, 0, 9, 28
57, 0.5256410256410257, 0.09022556390977443, 23, 122, 876.2692307692307, 72510, 3.076923076923077, 10.0, 78, 38, 0.1118421052631579, 4.25, 0.35374284, 0.018809289, 1769.3094, 1.7766491, 0.0009309458, 0.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7284887, 3.329852, 2.892648, 1.5350782, 0.0, 1975, 38, 0, 9, 28
58, 0.524390243902439, 0.1006993006993007, 23, 122, 862.8658536585366, 73662, 3.1707317073170733, 10.0, 82, 38, 0.1118421052631579, 4.25, 0.2340815, 0.15592752, 1769.7582, 1.7512718, 0.000500403, 0.032226562, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7281668, 3.4828653, 2.941578, 1.5297416, 0.0, 2231, 38, 0, 9, 28
59, 0.5180722891566265, 0.1, 23, 122, 864.3734939759037, 74814, 3.253012048192771, 10.0, 83, 38, 0.1118421052631579, 4.25, 0.20065232, 0.018668264, 1770.3354, 1.7952116, 0.0001403896, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7164662, 3.2765257, 2.830023, 1.4762015, 0.0, 2487, 38, 0, 9, 28
60, 0.5180722891566265, 0.1, 23, 122, 864.3734939759037, 75966, 3.253012048192771, 10.0, 83, 38, 0.1118421052631579, 4.25, 0.30112273, 0.010652195, 1770.9751, 1.8041072, 6.933279e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7124507, 2.8371267, 2.7396376, 1.429047, 0.0, 2743, 38, 0, 9, 28
61, 0.5180722891566265, 0.1, 23, 122, 864.3734939759037, 77118, 3.253012048192771, 10.0, 83, 38, 0.1118421052631579, 4.25, 0.050857898, 0.022288991, 1771.5417, 1.8050418, 7.862074e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7093518, 2.7519412, 2.7176619, 1.2473339, 0.0, 2999, 38, 0, 9, 28
62, 0.5113636363636364, 0.10594315245478036, 23, 122, 862.6590909090909, 78270, 3.2954545454545454, 10.0, 88, 38, 0.10964912280701755, 4.166666666666667, 0.18783532, 0.050944876, 1772.1088, 1.0105073, 7.926275e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5147977, 3.7500775, 2.917774, 1.865229, 0.0, 3255, 38, 0, 9, 28
63, 0.5113636363636364, 0.10594315245478036, 23, 122, 862.6590909090909, 79422, 3.2954545454545454, 10.0, 88, 38, 0.10964912280701755, 4.166666666666667, 0.3040361, 0.067868814, 1772.8988, 0.8302136, 0.006708937, 0.38867188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6457405, 4.037631, 3.1290236, 2.6725788, 0.0, 1511, 38, 0, 9, 28
64, 0.5168539325842697, 0.11026615969581749, 23, 122, 862.0224719101124, 80574, 3.3707865168539324, 10.0, 89, 38, 0.10964912280701755, 4.166666666666667, -0.03750805, 0.077098325, 1773.6951, 0.84107286, 0.005828661, 0.27539062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7039156, 3.794662, 2.9764404, 2.0736158, 0.0, 1767, 38, 0, 9, 28
65, 0.5111111111111111, 0.11207970112079702, 23, 122, 856.7, 81726, 3.4444444444444446, 10.0, 90, 38, 0.10964912280701755, 4.166666666666667, -0.103709795, 0.19746411, 1774.0034, 0.07107095, 0.00182661, 0.11363637, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7025776, 3.2448936, 2.851115, 1.7715384, 0.0, 2023, 38, 0, 9, 28
66, 0.5212765957446809, 0.11098527746319366, 23, 122, 850.4787234042553, 82878, 3.617021276595745, 10.0, 94, 38, 0.13596491228070176, 5.166666666666667, 0.1676148, 0.05298035, 1774.3008, 0.6588898, 0.003953711, 0.16346154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.4016743, 3.8847725, 2.946901, 2.5179224, 0.0, 2519, 38, 0, 9, 28
67, 0.5263157894736842, 0.11023622047244094, 23, 122, 852.0526315789474, 84030, 3.5789473684210527, 10.0, 95, 38, 0.13596491228070176, 5.166666666666667, 0.21724148, 0.02159166, 1774.8856, 0.86473584, 0.0017267677, 0.10546875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6946087, 3.6609695, 2.9718919, 2.507161, 0.0, 2364, 38, 0, 9, 28
68, 0.5263157894736842, 0.11023622047244094, 23, 122, 852.0526315789474, 85182, 3.5789473684210527, 10.0, 95, 38, 0.13596491228070176, 5.166666666666667, -0.4248994, 0.6038269, 1775.6132, 0.83283526, 0.0030230125, 0.15234374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6876998, 3.2093973, 2.8268125, 2.2282426, 0.0, 2620, 38, 0, 9, 28
69, 0.5204081632653061, 0.11534276387377584, 23, 122, 850.3469387755102, 86334, 3.5714285714285716, 10.0, 98, 38, 0.16228070175438597, 6.166666666666667, 0.20473911, 0.1254402, 1776.3799, 0.8371297, 0.006511539, 0.4130435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0827389, 3.207614, 2.734457, 3.1857328, 0.0, 2876, 38, 0, 9, 28
70, 0.5204081632653061, 0.11534276387377584, 23, 122, 850.3469387755102, 87486, 3.5714285714285716, 10.0, 98, 38, 0.16228070175438597, 6.166666666666667, 0.19101407, 0.1866385, 1777.2659, 1.6892254, 0.002365816, 0.11328125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.110191, 4.2641954, 2.866654, 4.0137706, 0.0, 1743, 38, 0, 9, 28
