it, ret_suc, exp_suc, opt_len, dist_from_opt, len_mean, frames, rew_mean, score, ep, cells, arch_suc, cum_suc, policy_loss, value_loss, l2_loss, policy_entropy, approxkl, clipfrac, sil_pg_loss, sil_vf_loss, sil_loss, sil_entropy, sil_valid_min, sil_valid_max, sil_valid_mean, neglop_sil_min, neglop_sil_max, neglop_sil_mean, mean_val_pred, mean_sil_r, sil_frames, no_score_cells, cells_found_ret, cells_found_rand, cells_found_policy
1, -1, -1, -1, -1, nan, 3072, nan, 0.0, 0, 13, 0.0, 0, 0.0, 0.0, 1759.9956, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7095556, 2.711467, 2.710416, -0.008682991, 0.0, 3072, 13, 0, 0, 12
2, -1, -1, -1, -1, nan, 5120, nan, 0.0, 0, 14, 0.0, 0, 0.0, 0.0, 1759.9738, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7090294, 2.7106311, 2.7101538, -0.008701726, 0.0, 3328, 14, 0, 0, 13
3, -1, -1, -1, -1, nan, 7168, nan, 0.0, 0, 22, 0.0, 0, 0.0, 0.0, 1759.9425, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7083795, 2.7104163, 2.7090652, -0.0086978935, 0.0, 3584, 22, 0, 2, 19
4, -1, -1, -1, -1, nan, 9216, nan, 0.0, 0, 28, 0.0, 0, 0.0, 0.0, 1759.9043, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7082133, 2.7088146, 2.7083943, -0.008720989, 0.0, 3840, 28, 0, 2, 25
5, -1, -1, -1, -1, nan, 11264, nan, 0.0, 0, 28, 0.0, 0, 0.0, 0.0, 1759.8599, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7081423, 2.708334, 2.708209, -0.008686102, 0.0, 4096, 28, 0, 2, 25
6, -1, -1, -1, -1, nan, 13312, nan, 0.0, 0, 32, 0.0, 0, 0.0, 0.0, 1759.8105, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7081099, 2.7081907, 2.7081413, -0.008693174, 0.0, 4352, 32, 0, 2, 29
7, 1.0, 0.1111111111111111, 23, 825, 848.0, 15360, 10.0, 10.0, 1, 36, 0.0, 0, 0.0, 0.0, 1759.7568, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7089083, 2.70976, 2.7092545, -0.008694004, 0.0, 4608, 36, 0, 2, 33
8, 1.0, 0.014388489208633094, 23, 825, 990.3125, 16789, 1.25, 10.0, 16, 37, 0.02702702702702703, 1.0, -0.054506745, 0.19174114, 1759.6991, 1.2325685, 0.0038292147, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7092023, 2.8383098, 2.7638912, -0.013970251, 0.0, 4288, 37, 0, 2, 34
9, 1.0, 0.014388489208633094, 23, 825, 990.3125, 17941, 1.25, 10.0, 16, 37, 0.02702702702702703, 1.0, -0.21074146, 0.3980912, 1759.6573, 1.7903141, 0.0050702873, 0.33984372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8194394, 2.8862686, 2.864775, 0.21609102, 0.0, 1200, 37, 0, 2, 34
10, 1.0, 0.014388489208633094, 23, 825, 990.3125, 19093, 1.25, 10.0, 16, 37, 0.02702702702702703, 1.0, 0.19177945, 0.013585085, 1759.59, 1.7976774, 0.0015105756, 0.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7413447, 2.9167643, 2.8421957, 0.5120874, 0.0, 1456, 37, 0, 2, 34
11, 1.0, 0.014388489208633094, 23, 825, 990.3125, 20245, 1.25, 10.0, 16, 37, 0.02702702702702703, 1.0, 0.2527655, 0.030193292, 1759.5298, 1.7995118, 0.0012578755, 0.068359375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.747395, 3.1075053, 2.9017956, 0.6703975, 0.0, 1520, 37, 0, 2, 34
12, 1.0, 0.014388489208633094, 23, 825, 990.3125, 21397, 1.25, 10.0, 16, 37, 0.02702702702702703, 1.0, 0.29810226, 0.009991464, 1759.4718, 1.8017635, 0.0010267464, 0.07324218, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.734431, 2.9074764, 2.8075554, 0.71392965, 0.0, 1584, 37, 0, 2, 34
13, 1.0, 0.014388489208633094, 23, 825, 990.3125, 22549, 1.25, 10.0, 16, 37, 0.02702702702702703, 1.0, 0.2949156, 0.0017973889, 1759.436, 1.8049073, 0.00016375033, 0.0009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.713799, 2.7604027, 2.7228892, 0.6914623, 0.0, 1840, 37, 0, 2, 34
14, 0.9411764705882353, 0.02027027027027027, 23, 825, 990.8823529411765, 23701, 1.1764705882352942, 10.0, 17, 37, 0.02702702702702703, 1.0, 0.2650582, 0.0015916446, 1759.411, 1.8052744, 2.7643202e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7122684, 2.7226682, 2.7159352, 0.6570055, 0.0, 2096, 37, 0, 2, 34
15, 0.9411764705882353, 0.02027027027027027, 23, 825, 990.8823529411765, 24853, 1.1764705882352942, 10.0, 17, 37, 0.02702702702702703, 1.0, 0.30503744, 0.0018598877, 1759.4105, 1.8053428, 6.1280534e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7080543, 2.712465, 2.7101038, 0.55255103, 0.0, 2352, 37, 0, 2, 34
16, 0.68, 0.013513513513513514, 23, 825, 993.8, 26005, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.1296053, 0.10936835, 1759.3969, 1.7985969, 0.0032158769, 0.24316406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6998634, 2.777384, 2.738205, 0.4808832, 0.0, 2608, 37, 0, 2, 34
17, 0.68, 0.013513513513513514, 23, 825, 993.8, 27157, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, -0.1038445, 0.1752275, 1759.3398, 1.7962582, 0.0019696793, 0.107421875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7132802, 2.737277, 2.7299707, 0.5244148, 0.0, 864, 37, 0, 2, 34
18, 0.68, 0.013513513513513514, 23, 825, 993.8, 28309, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.017012978, 0.10717467, 1759.3105, 1.7810109, 0.0019254492, 0.11425781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8412588, 2.9075212, 2.8918033, 0.6426461, 0.0, 1120, 37, 0, 2, 34
19, 0.68, 0.013513513513513514, 23, 825, 993.8, 29461, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, -0.21095927, 0.44981968, 1759.2399, 1.7916355, 0.0019646175, 0.13964844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7406998, 2.8266597, 2.8024335, 0.7591968, 0.0, 1376, 37, 0, 2, 34
20, 0.68, 0.013513513513513514, 23, 825, 993.8, 30613, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.31108442, 0.007601709, 1759.1978, 1.803493, 0.00016557025, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6788435, 2.7020767, 2.6928444, 0.7909667, 0.0, 1632, 37, 0, 2, 34
21, 0.68, 0.013513513513513514, 23, 825, 993.8, 31765, 0.8, 10.0, 25, 37, 0.02702702702702703, 1.0, 0.32513425, 0.0038146102, 1759.1499, 1.8052152, 2.0248446e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7096229, 2.7236297, 2.7139502, 0.8163654, 0.0, 1888, 37, 0, 2, 34
22, 0.6538461538461539, 0.017316017316017316, 23, 825, 994.0384615384615, 32917, 0.7692307692307693, 10.0, 26, 37, 0.02702702702702703, 1.0, 0.3441492, 0.0025229678, 1759.1201, 1.8053138, 4.0731297e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7086945, 2.7119074, 2.709569, 0.7979285, 0.0, 2144, 37, 0, 2, 34
23, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 34069, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, 0.3290116, 0.052761875, 1759.0349, 1.8046604, 0.0001237989, 0.0087890625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7101326, 2.8301263, 2.715845, 0.7136805, 0.0, 1400, 37, 0, 2, 34
24, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 35221, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, -0.014440242, 0.21815275, 1758.96, 1.7931116, 0.0030280426, 0.18652344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7092736, 2.8019, 2.7552054, 0.7790375, 0.0, 656, 37, 0, 2, 34
25, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 36373, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, 0.34557763, 0.009444609, 1758.8733, 1.8011891, 0.0006521788, 0.029296873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7173166, 2.7757895, 2.7399247, 0.9921877, 0.0, 912, 37, 0, 2, 34
26, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 37525, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, 0.01564411, 0.19708927, 1758.8196, 1.797207, 0.001622993, 0.1015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7198114, 2.8525774, 2.7774022, 1.0865145, 0.0, 1168, 37, 0, 2, 34
27, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 38677, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, 0.3001983, 0.011844471, 1758.769, 1.7993805, 0.0005907777, 0.027343748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7138166, 2.861467, 2.765788, 1.284802, 0.0, 1424, 37, 0, 2, 34
28, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 39829, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, 0.29243892, 0.014404219, 1758.6804, 1.80299, 0.00041879906, 0.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7079883, 2.7543416, 2.7160902, 1.31517, 0.0, 1680, 37, 0, 2, 34
29, 0.5294117647058824, 0.012698412698412698, 23, 825, 995.4411764705883, 40981, 0.5882352941176471, 10.0, 34, 37, 0.02702702702702703, 1.0, 0.14860556, 0.063114725, 1758.6384, 1.7913458, 0.0017548089, 0.09375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6877847, 2.709847, 2.6951647, 1.3035748, 0.0, 1936, 37, 0, 2, 34
30, 0.5142857142857142, 0.015432098765432098, 23, 825, 995.5714285714286, 42133, 0.5714285714285714, 10.0, 35, 37, 0.02702702702702703, 1.0, 0.11681494, 0.19873197, 1758.5643, 1.7946124, 0.0012711448, 0.06738281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7431903, 2.8099542, 2.7848558, 1.4110914, 0.0, 2192, 37, 0, 2, 34
31, 0.4418604651162791, 0.012165450121654502, 23, 825, 996.3953488372093, 43285, 0.46511627906976744, 10.0, 43, 37, 0.02702702702702703, 1.0, 0.30496863, 0.14371936, 1758.5078, 1.8001218, 0.0010233063, 0.062499996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6888947, 2.7603774, 2.7213712, 1.483529, 0.0, 3048, 37, 0, 2, 34
32, 0.4418604651162791, 0.012165450121654502, 23, 825, 996.3953488372093, 44437, 0.46511627906976744, 10.0, 43, 37, 0.02702702702702703, 1.0, 0.16972929, 0.06730925, 1758.4506, 1.7928494, 0.0021511493, 0.15136717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6341538, 2.700859, 2.6606169, 1.5285606, 0.0, 2304, 37, 0, 2, 34
33, 0.4418604651162791, 0.012165450121654502, 23, 825, 996.3953488372093, 45589, 0.46511627906976744, 10.0, 43, 37, 0.02702702702702703, 1.0, 0.18673846, 0.054235, 1758.3947, 1.7955252, 0.0011475031, 0.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5555806, 2.685643, 2.6157513, 1.6487846, 0.0, 2560, 37, 0, 2, 34
34, 0.4418604651162791, 0.012165450121654502, 23, 825, 996.3953488372093, 46741, 0.46511627906976744, 10.0, 43, 37, 0.02702702702702703, 1.0, 0.34272128, 0.026138244, 1758.3567, 1.7939432, 0.00066515035, 0.036132812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6079102, 2.7018197, 2.6609085, 1.7187663, 0.0, 2816, 37, 0, 2, 34
35, 0.4418604651162791, 0.012165450121654502, 23, 825, 996.3953488372093, 47893, 0.46511627906976744, 10.0, 43, 37, 0.02702702702702703, 1.0, 0.077217266, 0.06617233, 1758.3031, 1.7977815, 0.0009514191, 0.050781246, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6904292, 2.7638896, 2.712829, 1.6754198, 0.0, 3072, 37, 0, 2, 34
36, 0.4418604651162791, 0.012165450121654502, 23, 825, 996.3953488372093, 49045, 0.46511627906976744, 10.0, 43, 37, 0.02702702702702703, 1.0, 0.3633957, 0.012211457, 1758.2649, 1.8033732, 0.0002364438, 0.006835937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7120512, 2.8441176, 2.7501593, 1.5009991, 0.0, 2944, 37, 0, 2, 34
37, 0.45454545454545453, 0.01411764705882353, 23, 665, 989.3863636363636, 50197, 0.6818181818181818, 10.0, 44, 38, 0.02631578947368421, 1.0, -0.045008175, 0.15024148, 1758.2361, 1.7987258, 0.0010788768, 0.05078125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.71223, 2.8724313, 2.7554576, 1.4037448, 0.0, 13816, 38, 0, 2, 35
38, 0.4444444444444444, 0.016129032258064516, 23, 665, 989.6222222222223, 51349, 0.6666666666666666, 10.0, 45, 38, 0.02631578947368421, 1.0, 0.21355349, 0.09503389, 1758.2227, 1.7942638, 0.0023764889, 0.14160156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.689777, 2.7711442, 2.7268882, 1.3716431, 0.0, 11072, 38, 0, 2, 35
39, 0.4230769230769231, 0.015503875968992248, 23, 665, 989.8076923076923, 52501, 0.7692307692307693, 10.0, 52, 38, 0.02631578947368421, 1.0, 0.25844672, 0.15557341, 1758.1514, 1.7900376, 0.0021065548, 0.140625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.565356, 2.688798, 2.6232996, 1.3342024, 0.0, 8776, 38, 0, 2, 35
40, 0.4230769230769231, 0.015503875968992248, 23, 665, 989.8076923076923, 53653, 0.7692307692307693, 10.0, 52, 38, 0.02631578947368421, 1.0, -0.01470071, 0.33029762, 1758.0343, 1.7818182, 0.0023958602, 0.15234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6369915, 2.7056391, 2.657953, 1.3659779, 0.0, 4632, 38, 0, 2, 35
41, 0.4230769230769231, 0.015503875968992248, 23, 665, 989.8076923076923, 54805, 0.7692307692307693, 10.0, 52, 38, 0.02631578947368421, 1.0, 0.007316393, 0.06014595, 1757.9059, 1.7827877, 0.0016104621, 0.09765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7370477, 2.839305, 2.802725, 1.5422562, 0.0, 4888, 38, 0, 2, 35
42, 0.4230769230769231, 0.015503875968992248, 23, 665, 989.8076923076923, 55957, 0.7692307692307693, 10.0, 52, 38, 0.02631578947368421, 1.0, 0.257944, 0.034323435, 1757.8395, 1.7843173, 0.0014577663, 0.109375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7514, 3.0422184, 2.9239373, 1.6093043, 0.0, 5144, 38, 0, 2, 35
43, 0.4230769230769231, 0.015503875968992248, 23, 665, 989.8076923076923, 57109, 0.7692307692307693, 10.0, 52, 38, 0.02631578947368421, 1.0, 0.056970958, 0.11093481, 1757.7241, 1.7905062, 0.00086429366, 0.052734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7332094, 3.106118, 2.9235811, 1.71352, 0.0, 5400, 38, 0, 2, 35
44, 0.41509433962264153, 0.016981132075471698, 23, 665, 990.0, 58261, 0.7547169811320755, 10.0, 53, 38, 0.02631578947368421, 1.0, -0.01962025, 0.32435498, 1757.614, 1.7904859, 0.0020978798, 0.15429688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7291555, 3.047772, 2.9206793, 1.8438306, 0.0, 5656, 38, 0, 2, 35
45, 0.41509433962264153, 0.016981132075471698, 23, 665, 990.0, 59413, 0.7547169811320755, 10.0, 53, 38, 0.02631578947368421, 1.0, 0.19710027, 0.048755467, 1757.4938, 1.795663, 0.0007569361, 0.044921875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7178633, 2.847146, 2.7785318, 1.9283205, 0.0, 5800, 38, 0, 2, 35
46, 0.4, 0.02, 23, 665, 990.3636363636364, 60565, 0.7272727272727273, 10.0, 55, 38, 0.02631578947368421, 1.0, -0.29716676, 0.3535478, 1757.3744, 1.7757272, 0.0026658303, 0.20800781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6992044, 2.7278433, 2.7160168, 1.8665977, 0.0, 6056, 38, 0, 2, 35
47, 0.3770491803278688, 0.017628205128205128, 23, 665, 991.311475409836, 61717, 0.6557377049180327, 10.0, 61, 38, 0.02631578947368421, 1.0, 0.105082214, 0.6930353, 1757.294, 1.7795079, 0.002771942, 0.20117188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5923376, 2.6653914, 2.6070743, 1.7489413, 0.0, 6312, 38, 0, 2, 35
48, 0.3770491803278688, 0.017628205128205128, 23, 665, 991.311475409836, 62869, 0.6557377049180327, 10.0, 61, 38, 0.02631578947368421, 1.0, 0.12638475, 0.13555925, 1757.1876, 1.7883832, 0.0018680608, 0.12402344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5421033, 2.645913, 2.5809941, 1.7727337, 0.0, 4568, 38, 0, 2, 35
49, 0.3770491803278688, 0.017628205128205128, 23, 665, 991.311475409836, 64021, 0.6557377049180327, 10.0, 61, 38, 0.02631578947368421, 1.0, 0.37370566, 0.047150634, 1757.1334, 1.7926483, 0.0013113755, 0.072265625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5934708, 2.6773853, 2.6425407, 1.886413, 0.0, 4824, 38, 0, 2, 35
50, 0.3770491803278688, 0.017628205128205128, 23, 665, 991.311475409836, 65173, 0.6557377049180327, 10.0, 61, 38, 0.02631578947368421, 1.0, -0.014144218, 0.20713077, 1757.0441, 1.7895416, 0.0021582493, 0.14648438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6788056, 2.710323, 2.6951573, 1.9564437, 0.0, 5080, 38, 0, 2, 35
51, 0.3770491803278688, 0.017628205128205128, 23, 665, 991.311475409836, 66325, 0.6557377049180327, 10.0, 61, 38, 0.02631578947368421, 1.0, 0.3918802, 0.040050756, 1756.9608, 1.7957842, 0.0009852154, 0.06347656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7225842, 2.8388867, 2.780528, 1.9093724, 0.0, 5336, 38, 0, 2, 35
52, 0.3709677419354839, 0.018808777429467086, 23, 665, 991.4516129032259, 67477, 0.6451612903225806, 10.0, 62, 38, 0.02631578947368421, 1.0, 0.060741883, 0.14685637, 1756.8801, 1.7963161, 0.00043609826, 0.022460938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7292418, 3.0010824, 2.8245976, 1.9372692, 0.0, 5592, 38, 0, 2, 35
53, 0.36507936507936506, 0.02009273570324575, 23, 665, 991.5873015873016, 68629, 0.6349206349206349, 10.0, 63, 38, 0.02631578947368421, 1.0, 0.34142822, 0.02176212, 1756.8164, 1.7973411, 0.00029864273, 0.0009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7316213, 3.0234098, 2.8884203, 1.8420802, 0.0, 5848, 38, 0, 2, 35
54, 0.359375, 0.02127659574468085, 23, 665, 991.71875, 69781, 0.625, 10.0, 64, 38, 0.02631578947368421, 1.0, -0.11555456, 0.20922664, 1756.7728, 1.7906059, 0.00095168117, 0.04296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.757719, 2.99225, 2.8771358, 1.7685965, 0.0, 6104, 38, 0, 2, 35
55, 0.32857142857142857, 0.01912568306010929, 23, 665, 992.4285714285714, 70933, 0.5714285714285714, 10.0, 70, 38, 0.02631578947368421, 1.0, 0.20303605, 0.1342937, 1756.7122, 1.7876583, 0.0007025789, 0.030273436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7409616, 2.8204508, 2.7813795, 1.8225924, 0.0, 6360, 38, 0, 2, 35
56, 0.32857142857142857, 0.01912568306010929, 23, 665, 992.4285714285714, 72085, 0.5714285714285714, 10.0, 70, 38, 0.02631578947368421, 1.0, 0.009111422, 0.11275448, 1756.6444, 1.7904772, 0.0011933271, 0.071289055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6194634, 2.685119, 2.6481826, 1.8749208, 0.0, 4616, 38, 0, 2, 35
57, 0.32857142857142857, 0.01912568306010929, 23, 665, 992.4285714285714, 73237, 0.5714285714285714, 10.0, 70, 38, 0.02631578947368421, 1.0, 0.3704661, 0.022991562, 1756.5643, 1.7981993, 0.0010499451, 0.055664062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5969179, 2.6850843, 2.6363046, 1.9442202, 0.0, 4872, 38, 0, 2, 35
58, 0.32857142857142857, 0.01912568306010929, 23, 665, 992.4285714285714, 74389, 0.5714285714285714, 10.0, 70, 38, 0.02631578947368421, 1.0, 0.3613961, 0.015870918, 1756.532, 1.8047465, 5.4163873e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6995296, 2.7331338, 2.7089825, 1.8788911, 0.0, 5128, 38, 0, 2, 35
59, 0.32857142857142857, 0.01912568306010929, 23, 665, 992.4285714285714, 75541, 0.5714285714285714, 10.0, 70, 38, 0.02631578947368421, 1.0, -0.2939982, 0.5824113, 1756.534, 1.7951635, 0.00048735618, 0.020507812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7132945, 2.8695827, 2.7639203, 1.6425301, 0.0, 5384, 38, 0, 2, 35
60, 0.323943661971831, 0.020107238605898123, 23, 665, 992.5352112676056, 76693, 0.5633802816901409, 10.0, 71, 38, 0.02631578947368421, 1.0, 0.262036, 0.04921085, 1756.4976, 1.7980429, 0.00035643336, 0.0126953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7277641, 2.9931483, 2.8828216, 1.4771042, 0.0, 5640, 38, 0, 2, 35
61, 0.3194444444444444, 0.02119205298013245, 23, 665, 992.6388888888889, 77845, 0.5555555555555556, 10.0, 72, 38, 0.02631578947368421, 1.0, 0.094697356, 0.05613513, 1756.4889, 1.7980405, 0.00092120946, 0.058593743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.73251, 3.0012517, 2.8496466, 1.3321489, 0.0, 5896, 38, 0, 2, 35
62, 0.2911392405063291, 0.02023809523809524, 23, 665, 993.2911392405064, 78997, 0.5063291139240507, 10.0, 79, 38, 0.02631578947368421, 1.0, -0.09870005, 0.35734695, 1756.3944, 1.7838591, 0.0012374064, 0.08203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7369633, 3.0535998, 2.9602356, 1.3143651, 0.0, 6152, 38, 0, 2, 35
63, 0.2911392405063291, 0.02023809523809524, 23, 665, 993.2911392405064, 80149, 0.5063291139240507, 10.0, 79, 38, 0.02631578947368421, 1.0, 0.07327336, 0.1956268, 1756.2648, 1.7747738, 0.0015015234, 0.11425781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8612504, 3.1113749, 3.0229383, 1.3609661, 0.0, 3408, 38, 0, 2, 35
64, 0.2911392405063291, 0.02023809523809524, 23, 665, 993.2911392405064, 81301, 0.5063291139240507, 10.0, 79, 38, 0.02631578947368421, 1.0, 0.28580093, 0.045906037, 1756.1481, 1.7967228, 0.00047625042, 0.014648436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7244887, 2.8730993, 2.7811644, 1.4766487, 0.0, 3664, 38, 0, 2, 35
65, 0.2911392405063291, 0.02023809523809524, 23, 665, 993.2911392405064, 82453, 0.5063291139240507, 10.0, 79, 38, 0.02631578947368421, 1.0, -0.10789877, 0.23666319, 1756.0483, 1.7836854, 0.00055318256, 0.02734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.712646, 2.8369873, 2.7660022, 1.6039425, 0.0, 3320, 38, 0, 2, 35
66, 0.2911392405063291, 0.02023809523809524, 23, 665, 993.2911392405064, 83605, 0.5063291139240507, 10.0, 79, 38, 0.02631578947368421, 1.0, 0.0020982774, 0.116212405, 1755.9546, 1.7774704, 0.0012685853, 0.076171875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7115436, 2.8340635, 2.7939844, 1.7893496, 0.0, 3576, 38, 0, 2, 35
67, 0.2911392405063291, 0.02023809523809524, 23, 665, 993.2911392405064, 84757, 0.5063291139240507, 10.0, 79, 38, 0.02631578947368421, 1.0, -0.24890082, 0.21595496, 1755.8842, 1.783518, 0.0010098811, 0.07128906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7634625, 2.9421911, 2.8812985, 1.7506937, 0.0, 3832, 38, 0, 2, 35
68, 0.2875, 0.02107728337236534, 23, 665, 993.375, 85909, 0.5, 10.0, 80, 38, 0.02631578947368421, 1.0, 0.11140226, 0.13644983, 1755.8274, 1.794588, 0.00068863004, 0.0390625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7786806, 3.0459025, 2.946436, 1.5834543, 0.0, 4088, 38, 0, 2, 35
69, 0.2839506172839506, 0.0220162224797219, 23, 665, 993.4567901234568, 87061, 0.49382716049382713, 10.0, 81, 38, 0.02631578947368421, 1.0, 0.3142861, 0.026915506, 1755.7688, 1.7987192, 0.0005635348, 0.0234375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7399893, 3.0560029, 2.877051, 1.4516816, 0.0, 4344, 38, 0, 2, 35
70, 0.26136363636363635, 0.02109704641350211, 23, 665, 993.9772727272727, 88213, 0.45454545454545453, 10.0, 88, 38, 0.02631578947368421, 1.0, 0.012762904, 1.0292999, 1755.7101, 1.7988268, 0.00034138875, 0.027343748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.720286, 2.9966063, 2.813266, 1.4496313, 0.0, 4600, 38, 0, 2, 35
