it, ret_suc, ret_cum_suc, exp_suc, opt_len, dist_from_opt, len_mean, frames, rew_mean, score, ep, cells, arch_suc, policy_loss, value_loss, l2_loss, policy_entropy, approxkl, clipfrac, sil_pg_loss, sil_vf_loss, sil_loss, sil_entropy, sil_valid_min, sil_valid_max, sil_valid_mean, neglop_sil_min, neglop_sil_max, neglop_sil_mean, mean_val_pred, mean_sil_r, sil_frames, no_score_cells, cells_found_ret, cells_found_rand, cells_found_policy
778, 1.0, 7.915259032092867, 0.03003003003003003, 23, 1, 25.05, 900332, 10.0, 10.0, 16415, 38, 0.1268170426065163, -0.34827197, 5.1461597e-05, 1951.2207, 0.007333432, 1.94812e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.211023, 21.882547, 17.118723, 14.235942, 0.0, 573, 38, 2, 4, 31
779, 1.0, 7.915336776290467, 0.029850746268656716, 23, 1, 25.13, 901484, 10.0, 10.0, 16460, 38, 0.1268170426065163, -0.3622902, 0.035108626, 1951.113, 0.008164321, 3.7660116e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.621632, 21.994085, 17.087288, 14.1573105, 0.0, 404, 38, 2, 4, 31
780, 1.0, 7.915417517425598, 0.03125, 23, 1, 25.14, 902636, 10.0, 10.0, 16507, 38, 0.1268170426065163, -0.3545314, 0.00014598513, 1951.0111, 0.0071202656, 3.7668826e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.209184, 22.00156, 17.180122, 14.038922, 0.0, 323, 38, 2, 4, 31
781, 1.0, 7.915497794218931, 0.031994047619047616, 23, 1, 25.07, 903788, 10.0, 10.0, 16554, 38, 0.1268170426065163, -0.36108977, 6.541064e-05, 1950.9073, 0.006518831, 1.2557887e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.269143, 21.899223, 17.140984, 14.0548935, 0.0, 304, 38, 2, 4, 31
782, 1.0, 7.915577610664619, 0.031746031746031744, 23, 1, 25.03, 904940, 10.0, 10.0, 16601, 38, 0.1268170426065163, -0.3587488, 0.00020889565, 1950.8036, 0.006952475, 1.917643e-05, 0.0009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.266786, 21.920063, 17.142431, 14.133862, 0.0, 285, 38, 2, 4, 31
783, 1.0, 7.91565360293325, 0.03075768942235559, 23, 1, 25.04, 906092, 10.0, 10.0, 16646, 38, 0.1268170426065163, -0.36434817, 0.0033538328, 1950.7048, 0.0062023588, 3.1559797e-05, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.363613, 21.941278, 17.174704, 14.277453, 0.0, 290, 38, 2, 4, 31
784, 1.0, 7.915729180245917, 0.02962962962962963, 23, 1, 25.09, 907244, 10.0, 10.0, 16691, 38, 0.1268170426065163, -0.33869275, 0.008572944, 1950.592, 0.0070010265, 4.0008845e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.4120655, 21.918093, 17.264107, 14.351701, 0.0, 296, 38, 2, 4, 31
785, 1.0, 7.915806011693242, 0.029806259314456036, 23, 1, 25.2, 908396, 10.0, 10.0, 16737, 38, 0.1268170426065163, -0.3456541, 0.0040601734, 1950.4758, 0.006681268, 7.0283384e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.435527, 21.868696, 17.19977, 14.299035, 0.0, 294, 38, 2, 4, 31
786, 1.0, 7.915880760192197, 0.029806259314456036, 23, 1, 25.18, 909548, 10.0, 10.0, 16782, 38, 0.1268170426065163, -0.3699942, 0.0002954976, 1950.3691, 0.006380942, 1.3446462e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.457094, 21.877686, 17.278713, 14.408566, 0.0, 296, 38, 2, 4, 31
787, 1.0, 7.915956751376014, 0.029850746268656716, 23, 1, 25.12, 910700, 10.0, 10.0, 16828, 38, 0.1268170426065163, -0.3454135, 0.00015086318, 1950.262, 0.006262573, 9.526008e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.494267, 21.921316, 17.235718, 14.422852, 0.0, 302, 38, 2, 4, 31
788, 1.0, 7.916033961275891, 0.030597014925373135, 23, 1, 25.05, 911852, 10.0, 10.0, 16875, 38, 0.1268170426065163, -0.35519293, 0.00013759077, 1950.1705, 0.006127906, 2.6537258e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.538095, 21.95769, 17.21434, 14.457042, 0.0, 308, 38, 2, 4, 31
789, 1.0, 7.916107478668145, 0.030597014925373135, 23, 1, 25.1, 913004, 10.0, 10.0, 16920, 38, 0.1268170426065163, -0.35347754, 0.00010432748, 1950.0723, 0.0062533175, 3.9108013e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.5705, 21.959047, 17.185843, 14.301751, 0.0, 314, 38, 2, 4, 31
790, 1.0, 7.916180601183025, 0.02962962962962963, 23, 1, 25.14, 914156, 10.0, 10.0, 16965, 38, 0.1268170426065163, -0.36295155, 0.00015134393, 1949.9586, 0.006805268, 1.629468e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.528078, 21.982742, 17.20623, 14.102643, 0.0, 320, 38, 2, 4, 31
791, 1.0, 7.916258166863967, 0.03146067415730337, 23, 1, 25.08, 915308, 10.0, 10.0, 17013, 38, 0.1268170426065163, -0.36058578, 9.461568e-05, 1949.8438, 0.0067191334, 3.9247944e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.479347, 21.993814, 17.159231, 14.001447, 0.0, 326, 38, 2, 4, 31
792, 1.0, 7.916330483315418, 0.03146067415730337, 23, 1, 25.11, 916460, 10.0, 10.0, 17058, 38, 0.1268170426065163, -0.3515743, 0.0007501749, 1949.7312, 0.009364676, 2.0868818e-05, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.443584, 22.004536, 17.047323, 13.941777, 0.0, 282, 38, 2, 4, 31
793, 1.0, 7.916404008631796, 0.029850746268656716, 23, 1, 25.16, 917612, 10.0, 10.0, 17104, 38, 0.1268170426065163, -0.34218806, 0.00064270315, 1949.6335, 0.00864278, 7.6505334e-05, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.447637, 22.005085, 17.041555, 14.02256, 0.0, 284, 38, 2, 4, 31
794, 1.0, 7.916475549187342, 0.029850746268656716, 23, 1, 25.19, 918764, 10.0, 10.0, 17149, 38, 0.1268170426065163, -0.3503797, 0.0013033994, 1949.5391, 0.007285654, 1.23185055e-05, 0.0009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.709275, 22.045082, 17.027966, 14.190659, 0.0, 287, 38, 2, 4, 31
795, 1.0, 7.916548287747926, 0.029806259314456036, 23, 1, 25.19, 919916, 10.0, 10.0, 17195, 38, 0.1268170426065163, -0.36105725, 0.000102877384, 1949.4275, 0.007342826, 8.729347e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.477703, 22.013454, 17.112122, 14.271199, 0.0, 292, 38, 2, 4, 31
796, 1.0, 7.916617496067665, 0.02962962962962963, 23, 1, 25.23, 921068, 10.0, 10.0, 17239, 38, 0.1268170426065163, -0.34385502, 0.0005904916, 1949.3186, 0.0075637405, 5.6078352e-05, 0.001953125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.434843, 22.048748, 17.129877, 14.349602, 0.0, 298, 38, 2, 4, 31
797, 1.0, 7.916691029193555, 0.03052866716306776, 23, 1, 25.14, 922220, 10.0, 10.0, 17286, 38, 0.1268170426065163, -0.36490434, 0.00034171966, 1949.2178, 0.0063262833, 2.879271e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.537923, 22.017008, 17.088623, 14.419026, 0.0, 303, 38, 2, 4, 31
798, 1.0, 7.9167579505158345, 0.02869757174392936, 23, 1, 25.01, 923372, 10.0, 10.0, 17329, 38, 0.1268170426065163, -0.20622328, 0.27830535, 1949.0996, 0.029500585, 0.00038308825, 0.0048828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.28672, 22.036226, 15.992821, 13.550652, 0.0, 309, 38, 2, 4, 31
799, 1.0, 7.916832257420225, 0.028888888888888888, 23, 1, 25.71, 924524, 10.0, 10.0, 17377, 38, 0.1268170426065163, -0.36278632, 0.0015684754, 1948.9895, 0.006028688, 3.209608e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.43639, 22.069138, 16.18043, 13.475705, 0.0, 389, 38, 2, 4, 31
800, 1.0, 7.916903079344901, 0.03092006033182504, 23, 1, 25.72, 925676, 10.0, 10.0, 17423, 38, 0.1268170426065163, -0.33796558, 0.0008699909, 1948.8827, 0.005950938, 5.068591e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.775049, 22.082117, 17.237606, 14.158961, 0.0, 302, 38, 2, 4, 31
801, 1.0, 7.91697505100221, 0.03106060606060606, 23, 1, 25.03, 926828, 10.0, 10.0, 17470, 38, 0.1268170426065163, -0.34849694, 0.0005138686, 1948.7744, 0.0055779656, 5.959797e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.717779, 22.099491, 17.30449, 14.164729, 0.0, 308, 38, 2, 4, 31
802, 1.0, 7.917043593710189, 0.030827067669172932, 23, 1, 24.99, 927980, 10.0, 10.0, 17515, 38, 0.1268170426065163, -0.36762807, 0.00032960685, 1948.6818, 0.0056209103, 2.4891194e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.644883, 22.178516, 17.34303, 14.22195, 0.0, 289, 38, 2, 4, 31
803, 1.0, 7.917111780885707, 0.02962962962962963, 23, 1, 25.05, 929132, 10.0, 10.0, 17560, 38, 0.1268170426065163, -0.35989186, 0.00025506556, 1948.5896, 0.0054265293, 6.7718227e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.656405, 22.173649, 17.365494, 14.309654, 0.0, 295, 38, 2, 4, 31
804, 1.0, 7.917179615287841, 0.02962962962962963, 23, 1, 25.03, 930284, 10.0, 10.0, 17605, 38, 0.1268170426065163, -0.36537305, 0.00018164652, 1948.4514, 0.005881566, 2.955437e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.664097, 22.154938, 17.434105, 14.410588, 0.0, 301, 38, 2, 4, 31
805, 1.0, 7.9172470996471915, 0.02962962962962963, 23, 1, 24.96, 931436, 10.0, 10.0, 17650, 38, 0.1268170426065163, -0.366837, 0.00026239172, 1948.3325, 0.0063998024, 8.228055e-06, 0.0009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.70526, 22.1547, 17.478146, 14.35508, 0.0, 307, 38, 2, 4, 31
806, 1.0, 7.917318700183316, 0.03125, 23, 1, 24.98, 932588, 10.0, 10.0, 17698, 38, 0.1268170426065163, -0.3647992, 0.00014641567, 1948.2185, 0.00593048, 2.5251938e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.713112, 22.16439, 17.431751, 14.288915, 0.0, 314, 38, 2, 4, 31
807, 1.0, 7.917388429231982, 0.03235515425131678, 23, 1, 25.01, 933740, 10.0, 10.0, 17745, 38, 0.1268170426065163, -0.3584621, 9.7870354e-05, 1948.1188, 0.0052187014, 4.0887514e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.754902, 22.160782, 17.376728, 14.207622, 0.0, 320, 38, 2, 4, 31
808, 1.0, 7.9174577855040695, 0.03092006033182504, 23, 1, 25.01, 934892, 10.0, 10.0, 17792, 38, 0.1268170426065163, -0.354619, 0.00020601279, 1948.0122, 0.005325471, 2.5821353e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.788111, 22.160519, 17.380934, 14.124434, 0.0, 301, 38, 2, 4, 31
809, 1.0, 7.917523843880045, 0.03005259203606311, 23, 1, 25.01, 936044, 10.0, 10.0, 17837, 38, 0.1268170426065163, -0.36799112, 0.00020195053, 1947.8925, 0.0051343306, 8.026064e-05, 0.0029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.8258095, 22.154295, 17.372849, 14.09304, 0.0, 306, 38, 2, 4, 31
810, 1.0, 7.917591022539897, 0.030597014925373135, 23, 1, 25.03, 937196, 10.0, 10.0, 17883, 38, 0.1268170426065163, -0.34858683, 0.00019248584, 1947.7816, 0.0052528516, 6.5389424e-05, 0.0029296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.858489, 22.171488, 17.338068, 14.133781, 0.0, 312, 38, 2, 4, 31
811, 1.0, 7.917657852416639, 0.030827067669172932, 23, 1, 25.03, 938348, 10.0, 10.0, 17929, 38, 0.1268170426065163, -0.35667413, 2.8300141e-05, 1947.6692, 0.005116702, 3.9944492e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.884802, 22.17669, 17.385475, 14.257133, 0.0, 291, 38, 2, 4, 31
812, 1.0, 7.917722894580479, 0.029850746268656716, 23, 1, 25.02, 939500, 10.0, 10.0, 17974, 38, 0.1268170426065163, -0.355609, 4.2975797e-05, 1947.5632, 0.004872709, 4.3571715e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.880769, 22.165722, 17.42329, 14.347941, 0.0, 297, 38, 2, 4, 31
813, 1.0, 7.917787608064098, 0.02962962962962963, 23, 1, 25.0, 940652, 10.0, 10.0, 18019, 38, 0.1268170426065163, -0.36371318, 2.032667e-05, 1947.46, 0.004794345, 5.987942e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.879634, 22.161177, 17.46334, 14.391434, 0.0, 303, 38, 2, 4, 31
814, 1.0, 7.91785627630087, 0.03125, 23, 1, 24.99, 941804, 10.0, 10.0, 18067, 38, 0.1268170426065163, -0.36285162, 2.2531996e-05, 1947.3486, 0.0048320536, 2.2554794e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.865061, 22.161095, 17.492504, 14.333957, 0.0, 309, 38, 2, 4, 31
815, 1.0, 7.9179217378593405, 0.031484257871064465, 23, 1, 25.01, 942956, 10.0, 10.0, 18113, 38, 0.1268170426065163, -0.35926783, 1.998201e-05, 1947.2412, 0.004714129, 1.3548683e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.854074, 22.15682, 17.480684, 14.278323, 0.0, 315, 38, 2, 4, 31
816, 1.0, 7.917988275981263, 0.03092006033182504, 23, 1, 25.01, 944108, 10.0, 10.0, 18160, 38, 0.1268170426065163, -0.34810862, 1.9187224e-05, 1947.1443, 0.0045839846, 7.482418e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.876209, 22.161228, 17.442623, 14.17292, 0.0, 321, 38, 2, 4, 31
817, 1.0, 7.918053061876555, 0.03092006033182504, 23, 1, 25.01, 945260, 10.0, 10.0, 18206, 38, 0.1268170426065163, -0.35216308, 1.471581e-05, 1947.0416, 0.0046615386, 2.4433264e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.896728, 22.16401, 17.434732, 14.123916, 0.0, 302, 38, 2, 4, 31
818, 1.0, 7.91811751743308, 0.030597014925373135, 23, 1, 25.03, 946412, 10.0, 10.0, 18252, 38, 0.1268170426065163, -0.3654627, 0.0029867438, 1946.933, 0.0046171937, 1.74285e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.823578, 22.184889, 17.410133, 14.116313, 0.0, 308, 38, 2, 4, 31
819, 1.0, 7.918180254557964, 0.030597014925373135, 23, 1, 25.02, 947564, 10.0, 10.0, 18297, 38, 0.1268170426065163, -0.34738, 3.3134773e-05, 1946.8169, 0.0046285046, 3.9494155e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.943116, 22.162254, 17.416004, 14.208476, 0.0, 288, 38, 2, 4, 31
820, 1.0, 7.918244064017709, 0.029850746268656716, 23, 1, 25.02, 948716, 10.0, 10.0, 18343, 38, 0.1268170426065163, -0.36215198, 3.07722e-05, 1946.6909, 0.0043646777, 2.1899417e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.922392, 22.15422, 17.394634, 14.304873, 0.0, 294, 38, 2, 4, 31
821, 1.0, 7.918306173843254, 0.029850746268656716, 23, 1, 25.01, 949868, 10.0, 10.0, 18388, 38, 0.1268170426065163, -0.3620511, 2.2383145e-05, 1946.5703, 0.004213774, 1.5196335e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.878074, 22.1422, 17.419628, 14.397896, 0.0, 300, 38, 2, 4, 31
822, 1.0, 7.918369346872385, 0.03052866716306776, 23, 1, 25.04, 951020, 10.0, 10.0, 18434, 38, 0.1268170426065163, -0.35943997, 8.453628e-05, 1946.462, 0.0041854274, 7.165055e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.8376255, 22.153355, 17.44599, 14.339332, 0.0, 588, 38, 2, 4, 31
823, 1.0, 7.918432201806246, 0.030711610486891385, 23, 1, 25.04, 952172, 10.0, 10.0, 18480, 38, 0.1268170426065163, -0.3473712, 0.00017709266, 1946.3684, 0.004264004, 2.2324809e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.82151, 22.177202, 17.42127, 14.277294, 0.0, 418, 38, 2, 4, 31
824, 1.0, 7.918497453013879, 0.03143712574850299, 23, 1, 25.03, 953324, 10.0, 10.0, 18528, 38, 0.1268170426065163, -0.34938106, 0.00010858645, 1946.2611, 0.0040633264, 5.1665147e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.786934, 22.178026, 17.431019, 14.228737, 0.0, 318, 38, 2, 4, 31
825, 1.0, 7.918561014334492, 0.03146067415730337, 23, 1, 25.03, 954476, 10.0, 10.0, 18575, 38, 0.1268170426065163, -0.36582464, 0.00012493152, 1946.1559, 0.004231529, 7.04345e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.737, 22.190683, 17.42184, 14.175771, 0.0, 299, 38, 2, 4, 31
826, 1.0, 7.918621566816939, 0.03005259203606311, 23, 1, 25.0, 955628, 10.0, 10.0, 18620, 38, 0.1268170426065163, -0.35737288, 7.235293e-05, 1946.0602, 0.0041121864, 4.7686015e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.704412, 22.216352, 17.428736, 14.122352, 0.0, 305, 38, 2, 4, 31
827, 1.0, 7.918683159729065, 0.030597014925373135, 23, 1, 25.0, 956780, 10.0, 10.0, 18666, 38, 0.1268170426065163, -0.3638275, 4.6463818e-05, 1945.9523, 0.003990927, 2.50393e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.702647, 22.218674, 17.440487, 14.173663, 0.0, 311, 38, 2, 4, 31
828, 1.0, 7.918743117312655, 0.030597014925373135, 23, 1, 25.0, 957932, 10.0, 10.0, 18711, 38, 0.1268170426065163, -0.36273867, 3.3485136e-05, 1945.847, 0.0038702309, 3.2973596e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.705073, 22.220036, 17.468962, 14.271075, 0.0, 292, 38, 2, 4, 31
829, 1.0, 7.918804106586771, 0.029850746268656716, 23, 1, 25.0, 959084, 10.0, 10.0, 18757, 38, 0.1268170426065163, -0.36154407, 1.5198841e-05, 1945.75, 0.0038163732, 2.7832239e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.704536, 22.228874, 17.476255, 14.364375, 0.0, 298, 38, 2, 4, 31
830, 1.0, 7.918863477995527, 0.029850746268656716, 23, 1, 25.01, 960236, 10.0, 10.0, 18802, 38, 0.1268170426065163, -0.35582, 2.3605293e-05, 1945.6501, 0.0037799359, 7.6572375e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.709742, 22.233006, 17.49518, 14.358439, 0.0, 304, 38, 2, 4, 31
831, 1.0, 7.918925182074938, 0.030711610486891385, 23, 1, 25.01, 961388, 10.0, 10.0, 18849, 38, 0.1268170426065163, -0.35344803, 1.07608e-05, 1945.5452, 0.0038807997, 3.7986658e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.733915, 22.229626, 17.501406, 14.300538, 0.0, 310, 38, 2, 4, 31
832, 1.0, 7.918987878662039, 0.03235515425131678, 23, 1, 25.0, 962540, 10.0, 10.0, 18897, 38, 0.1268170426065163, -0.3674322, 1.3347066e-05, 1945.4373, 0.0036971543, 3.6316555e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.741034, 22.225914, 17.493471, 14.242543, 0.0, 316, 38, 2, 4, 31
833, 1.0, 7.9190489577764716, 0.03146067415730337, 23, 1, 25.0, 963692, 10.0, 10.0, 18944, 38, 0.1268170426065163, -0.34636742, 4.953938e-06, 1945.3303, 0.0036292973, 1.2439506e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.73321, 22.231726, 17.455942, 14.188812, 0.0, 297, 38, 2, 4, 31
834, 1.0, 7.919107151296144, 0.03005259203606311, 23, 1, 24.99, 964844, 10.0, 10.0, 18989, 38, 0.1268170426065163, -0.3539683, 7.98612e-06, 1945.2169, 0.0036491724, 1.4467323e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.72045, 22.23483, 17.490265, 14.142341, 0.0, 303, 38, 2, 4, 31
835, 1.0, 7.919166350461823, 0.030597014925373135, 23, 1, 24.99, 965996, 10.0, 10.0, 19035, 38, 0.1268170426065163, -0.35266343, 6.3666826e-06, 1945.0979, 0.0035846597, 1.1032856e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.710404, 22.23169, 17.509415, 14.1425295, 0.0, 309, 38, 2, 4, 31
836, 1.0, 7.919223983423966, 0.030597014925373135, 23, 1, 25.0, 967148, 10.0, 10.0, 19080, 38, 0.1268170426065163, -0.36239654, 5.427952e-06, 1944.9866, 0.0035048253, 1.5258159e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.71071, 22.239101, 17.528997, 14.240567, 0.0, 290, 38, 2, 4, 31
837, 1.0, 7.919281342175568, 0.02962962962962963, 23, 1, 25.0, 968300, 10.0, 10.0, 19125, 38, 0.1268170426065163, -0.36072206, 6.894074e-06, 1944.8782, 0.0034243993, 4.7563603e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.718744, 22.245975, 17.524384, 14.333203, 0.0, 296, 38, 2, 4, 31
838, 1.0, 7.919339694180242, 0.029850746268656716, 23, 1, 25.0, 969452, 10.0, 10.0, 19171, 38, 0.1268170426065163, -0.3570868, 2.69699e-06, 1944.7699, 0.003400649, 4.829639e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.729, 22.244038, 17.567368, 14.37774, 0.0, 302, 38, 2, 4, 31
839, 1.0, 7.919397763757283, 0.03075768942235559, 23, 1, 25.1, 970604, 10.0, 10.0, 19217, 38, 0.1268170426065163, -0.34613842, 3.4299068e-05, 1944.6652, 0.003417173, 2.2202076e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.743165, 22.237465, 17.587152, 14.319951, 0.0, 308, 38, 2, 4, 31
840, 1.0, 7.919455552952196, 0.030711610486891385, 23, 1, 25.1, 971756, 10.0, 10.0, 19263, 38, 0.1268170426065163, -0.3519537, 9.5571544e-05, 1944.5625, 0.0034187098, 3.6311204e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.753878, 22.227364, 17.588202, 14.255364, 0.0, 314, 38, 2, 4, 31
841, 1.0, 7.919513063790777, 0.030665669409124907, 23, 1, 25.1, 972908, 10.0, 10.0, 19309, 38, 0.1268170426065163, -0.36205545, 0.00010180441, 1944.4678, 0.0033071348, 1.0751794e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.788895, 22.247257, 17.553524, 14.203811, 0.0, 320, 38, 2, 4, 31
842, 1.0, 7.9195740214119015, 0.03146067415730337, 23, 1, 25.09, 974060, 10.0, 10.0, 19358, 38, 0.1268170426065163, -0.3476215, 0.00012607031, 1944.3645, 0.0034524116, 1.2958118e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.822043, 22.2593, 17.545065, 14.152495, 0.0, 301, 38, 2, 4, 31
843, 1.0, 7.919630963712905, 0.031578947368421054, 23, 1, 25.04, 975212, 10.0, 10.0, 19404, 38, 0.1268170426065163, -0.3628542, 0.00011531853, 1944.2546, 0.0033408003, 2.5949948e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.820839, 22.230207, 17.56923, 14.104576, 0.0, 307, 38, 2, 4, 31
844, 1.0, 7.919686404670925, 0.030827067669172932, 23, 1, 25.04, 976364, 10.0, 10.0, 19449, 38, 0.1268170426065163, -0.36149654, 6.4604756e-05, 1944.1399, 0.00327463, 6.7705935e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.834079, 22.226467, 17.573782, 14.201335, 0.0, 288, 38, 2, 4, 31
845, 1.0, 7.91974158689489, 0.02962962962962963, 23, 1, 25.05, 977516, 10.0, 10.0, 19494, 38, 0.1268170426065163, -0.35961097, 4.449532e-05, 1944.0349, 0.0031926443, 9.624932e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.833192, 22.248775, 17.56427, 14.297992, 0.0, 294, 38, 2, 4, 31
846, 1.0, 7.919796512191793, 0.02962962962962963, 23, 1, 25.01, 978668, 10.0, 10.0, 19539, 38, 0.1268170426065163, -0.34407634, 3.0330095e-05, 1943.9214, 0.0032674915, 5.082874e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.856262, 22.258928, 17.574076, 14.396931, 0.0, 300, 38, 2, 4, 31
847, 1.0, 7.919852394360035, 0.029850746268656716, 23, 1, 25.01, 979820, 10.0, 10.0, 19585, 38, 0.1268170426065163, -0.34966698, 3.1744923e-05, 1943.8062, 0.0031877733, 2.1893012e-09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.855568, 22.271473, 17.652414, 14.339474, 0.0, 306, 38, 2, 4, 31
848, 1.0, 7.919908011820242, 0.03003003003003003, 23, 1, 25.0, 980972, 10.0, 10.0, 19631, 38, 0.1268170426065163, -0.363488, 1.5060575e-05, 1943.6897, 0.0032149174, 3.795666e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.849031, 22.272717, 17.641022, 14.280374, 0.0, 312, 38, 2, 4, 31
