it, ret_suc, ret_cum_suc, exp_suc, opt_len, dist_from_opt, len_mean, frames, rew_mean, score, ep, cells, arch_suc, policy_loss, value_loss, l2_loss, policy_entropy, approxkl, clipfrac, sil_pg_loss, sil_vf_loss, sil_loss, sil_entropy, sil_valid_min, sil_valid_max, sil_valid_mean, neglop_sil_min, neglop_sil_max, neglop_sil_mean, mean_val_pred, mean_sil_r, sil_frames, no_score_cells, cells_found_ret, cells_found_rand, cells_found_policy
1, -1, 0, -1, -1, -1, nan, 3072, nan, 0.0, 0, 19, 0.0, 0.0, 0.0, 1759.9955, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7051802, 2.7070696, 2.705424, -0.0017945025, 0.0, 3072, 19, 0, 0, 18
2, -1, 0, -1, -1, -1, nan, 5120, nan, 0.0, 0, 22, 0.0, 0.0, 0.0, 1759.9738, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7052433, 2.7072513, 2.7058296, -0.001750187, 0.0, 3328, 22, 0, 0, 21
3, -1, 0, -1, -1, -1, nan, 7168, nan, 0.0, 0, 28, 0.0, 0.0, 0.0, 1759.9425, 0.0, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7054713, 2.707746, 2.7070286, -0.0017599422, 0.0, 3584, 28, 0, 0, 27
4, 1.0, 1.0, 0.0, -1, -1, 500.0, 8684, 0.0, 0.0, 16, 28, 0.03571428571428571, 0.03535501, 0.030264646, 1759.9061, 1.0692669, 0.006615336, 0.42763156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.58756, 2.7004867, 2.6504838, -0.0025512914, 0.0, 3456, 28, 0, 0, 27
5, 1.0, 1.0, 0.0, -1, -1, 500.0, 9836, 0.0, 0.0, 16, 28, 0.03571428571428571, 0.4106941, 0.020835899, 1759.8859, 1.7994304, 0.0024387864, 0.13964844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5198786, 2.656266, 2.5693812, 0.17073904, 0.0, 792, 28, 0, 0, 27
6, 1.0, 1.0, 0.0, -1, -1, 500.0, 10988, 0.0, 0.0, 16, 28, 0.03571428571428571, 0.24124385, 0.035530075, 1759.908, 1.7982081, 0.001553443, 0.0703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5300064, 2.681413, 2.616676, 0.50620866, 0.0, 1048, 28, 0, 0, 27
7, 1.0, 1.0, 0.0, -1, -1, 500.0, 12140, 0.0, 0.0, 16, 28, 0.03571428571428571, 0.08753843, 0.1894068, 1759.9126, 1.7951895, 0.0013482072, 0.0859375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6949296, 2.762782, 2.7288218, 0.7332489, 0.0, 1304, 28, 0, 0, 27
8, 0.68, 1.3333333333333333, 0.0, -1, -1, 500.0, 13292, 0.0, 0.0, 25, 28, 0.03571428571428571, 0.23828024, 0.15262699, 1759.8762, 1.7881907, 0.0020724125, 0.16015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7315807, 2.8984017, 2.8358266, 0.98511976, 0.0, 1560, 28, 0, 0, 27
9, 0.68, 1.3333333333333333, 0.0, -1, -1, 500.0, 14444, 0.0, 0.0, 25, 28, 0.03571428571428571, -0.073259614, 0.44298053, 1759.8455, 1.7920798, 0.0029694412, 0.17578125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6271758, 2.6874652, 2.6466212, 1.1597849, 0.0, 816, 28, 0, 0, 27
10, 0.68, 1.3333333333333333, 0.0, -1, -1, 500.0, 15596, 0.0, 0.0, 25, 28, 0.03571428571428571, 0.20601384, 0.14989483, 1759.9009, 1.7883177, 0.0019133964, 0.10839844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.604611, 2.685993, 2.6336336, 1.3489803, 0.0, 1072, 28, 0, 0, 27
11, 0.68, 1.3333333333333333, 0.0, -1, -1, 500.0, 16748, 0.0, 0.0, 25, 28, 0.03571428571428571, 0.3946697, 0.011046237, 1759.8634, 1.7962004, 0.00068505167, 0.033203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.688411, 2.7068584, 2.6973646, 1.5297757, 0.0, 1328, 28, 0, 0, 27
12, 0.5294117647058824, 1.7, 0.0, -1, -1, 500.0, 17900, 0.0, 0.0, 34, 28, 0.03571428571428571, -0.42287767, 0.97075206, 1759.8252, 1.7794019, 0.0016632844, 0.1484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.617222, 2.7013886, 2.64696, 1.4822731, 0.0, 1084, 28, 0, 0, 27
13, 0.5294117647058824, 1.7, 0.0, -1, -1, 500.0, 19052, 0.0, 0.0, 34, 28, 0.03571428571428571, -0.4603743, 0.60113776, 1759.7972, 1.1289399, 0.0016090388, 0.105828226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6869292, 2.7068613, 2.6977434, 1.5175182, 0.0, 648, 28, 0, 0, 27
14, 0.5294117647058824, 1.7, 0.0, -1, -1, 500.0, 20204, 0.0, 0.0, 34, 28, 0.03571428571428571, 0.20441471, 0.024374496, 1759.8657, 0.89208204, 0.0021956973, 0.09765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.729206, 2.8319855, 2.7866895, 1.7117704, 0.0, 904, 28, 0, 0, 27
15, 0.5294117647058824, 1.7, 0.0, -1, -1, 500.0, 21356, 0.0, 0.0, 34, 28, 0.03571428571428571, 0.22298683, 0.016003672, 1759.8953, 0.9016458, 0.00022643714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7234972, 2.8515522, 2.7552018, 1.9101034, 0.0, 1160, 28, 0, 0, 27
16, 0.4418604651162791, 1.6666666666666665, 0.0, -1, -1, 500.0, 22508, 0.0, 0.0, 43, 28, 0.07142857142857142, -0.057876687, 0.3611473, 1759.9054, 1.6644942, 0.0040042084, 0.26875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7106757, 2.8009374, 2.752691, 1.9943935, 0.0, 1416, 28, 0, 0, 27
17, 0.4418604651162791, 1.6666666666666665, 0.0, -1, -1, 500.0, 23660, 0.0, 0.0, 43, 28, 0.07142857142857142, 0.18828769, 0.20961504, 1759.8894, 1.7677486, 0.0013765852, 0.08886719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.675189, 2.689357, 2.6804092, 2.0820732, 0.0, 1672, 28, 0, 0, 27
18, 0.4418604651162791, 1.6666666666666665, 0.0, -1, -1, 500.0, 24812, 0.0, 0.0, 43, 28, 0.07142857142857142, 0.18760592, 0.35793775, 1759.8938, 1.7757117, 0.0012683445, 0.0625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.729788, 2.846016, 2.790937, 2.1364238, 0.0, 1928, 28, 0, 0, 27
19, 0.4418604651162791, 1.6666666666666665, 0.0, -1, -1, 500.0, 25964, 0.0, 0.0, 43, 28, 0.07142857142857142, 0.39616036, 0.028861517, 1759.8815, 1.7905751, 0.0004773981, 0.023437498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7233047, 2.9231048, 2.8042254, 2.247201, 0.0, 2184, 28, 0, 0, 27
20, 0.36538461538461536, 1.619047619047619, 0.0, -1, -1, 500.0, 27116, 0.0, 0.0, 52, 28, 0.07142857142857142, 0.11272444, 0.2922379, 1759.8922, 1.7440778, 0.0038020054, 0.23046875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7074394, 2.8262212, 2.772742, 2.242837, 0.0, 1440, 28, 0, 0, 27
21, 0.36538461538461536, 1.619047619047619, 0.0, -1, -1, 500.0, 28268, 0.0, 0.0, 52, 28, 0.07142857142857142, 0.20302776, 0.22232664, 1759.865, 1.7705144, 0.002082725, 0.10644531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.722962, 2.8412688, 2.7955482, 2.3056386, 0.0, 1196, 28, 0, 0, 27
22, 0.36538461538461536, 1.619047619047619, 0.0, -1, -1, 500.0, 29420, 0.0, 0.0, 52, 28, 0.07142857142857142, 0.37518987, 0.033383667, 1759.8757, 1.7881796, 0.001200927, 0.064453125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7330415, 2.906405, 2.8013654, 2.2839782, 0.0, 1260, 28, 0, 0, 27
23, 0.36065573770491804, 3.166666666666667, 0.0, -1, -1, 500.0, 30572, 0.0, 0.0, 61, 28, 0.07142857142857142, 0.38858476, 0.16583362, 1759.943, 1.7909086, 0.00039186777, 0.009765625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7206643, 2.9415874, 2.776618, 2.2125375, 0.0, 2016, 28, 0, 0, 27
24, 0.36065573770491804, 3.166666666666667, 0.0, -1, -1, 500.0, 31724, 0.0, 0.0, 61, 28, 0.07142857142857142, -0.007043897, 0.4104723, 1760.0526, 1.7419683, 0.0012309176, 0.08203125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7294567, 3.0506275, 2.9711208, 2.013128, 0.0, 1272, 28, 0, 0, 27
25, 0.36065573770491804, 3.166666666666667, 0.0, -1, -1, 500.0, 32876, 0.0, 0.0, 61, 32, 0.0625, 0.3760064, 0.07745216, 1760.3042, 1.7690066, 0.0011594273, 0.042968746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7271469, 2.9018598, 2.8315032, 2.1706803, 0.0, 1528, 32, 0, 4, 27
26, 0.36065573770491804, 3.166666666666667, 0.0, -1, -1, 500.0, 34028, 0.0, 0.0, 61, 32, 0.0625, 0.17159376, 0.14244367, 1760.5333, 1.7809265, 0.0015619807, 0.091796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7235572, 2.9024992, 2.7961683, 2.4012842, 0.0, 1284, 32, 0, 4, 27
27, 0.35714285714285715, 4.321969696969697, 0.0, -1, -1, 500.0, 35180, 0.0, 0.0, 70, 32, 0.046875, 0.38214183, 0.17091756, 1760.7013, 1.778669, 0.001080467, 0.063476555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7236726, 3.0625932, 2.844973, 2.3547802, 0.0, 1804, 32, 0, 4, 27
28, 0.35714285714285715, 4.321969696969697, 0.0, -1, -1, 500.0, 36332, 0.0, 0.0, 70, 32, 0.046875, 0.026807785, 0.3129285, 1760.8774, 1.7472556, 0.004525516, 0.2734375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7267532, 3.0458179, 2.9514923, 2.0918915, 0.0, 1060, 32, 0, 4, 27
29, 0.35714285714285715, 4.321969696969697, 0.0, -1, -1, 500.0, 37484, 0.0, 0.0, 70, 32, 0.046875, 0.3341577, 0.09268317, 1761.0078, 1.7613018, 0.0024752582, 0.14160156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7770884, 3.1351054, 3.0162203, 2.2132437, 0.0, 1316, 32, 0, 4, 27
30, 0.35714285714285715, 4.321969696969697, 0.0, -1, -1, 500.0, 38636, 0.0, 0.0, 70, 32, 0.046875, 0.09433554, 0.2599136, 1761.0372, 1.7695758, 0.0015932664, 0.091796875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.771142, 3.2510543, 2.9927702, 2.3760679, 0.0, 1572, 32, 0, 4, 27
31, 0.3291139240506329, 5.224747474747474, 0.0, -1, -1, 500.0, 39788, 0.0, 0.0, 79, 32, 0.046875, -0.039968558, 0.4428662, 1761.0618, 1.747223, 0.00070452085, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.770411, 3.372034, 3.1160154, 2.3098273, 0.0, 1828, 32, 0, 4, 27
32, 0.3291139240506329, 5.224747474747474, 0.0, -1, -1, 500.0, 40940, 0.0, 0.0, 79, 32, 0.046875, 0.22598478, 0.21362877, 1761.0974, 1.7326694, 0.0022371206, 0.13085938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7602289, 3.4448297, 3.2759068, 2.171552, 0.0, 1084, 32, 0, 4, 27
33, 0.3291139240506329, 5.224747474747474, 0.0, -1, -1, 500.0, 42092, 0.0, 0.0, 79, 32, 0.046875, 0.27572438, 0.091295764, 1761.2062, 1.770673, 0.00149023, 0.08105469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.800529, 3.3619277, 3.089214, 2.2906983, 0.0, 1340, 32, 0, 4, 27
34, 0.3291139240506329, 5.224747474747474, 0.0, -1, -1, 500.0, 43244, 0.0, 0.0, 79, 32, 0.046875, 0.05238827, 0.12556364, 1761.2625, 1.7639657, 0.0016880273, 0.11132811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.735291, 3.1530528, 2.9279952, 2.3405428, 0.0, 1596, 32, 0, 4, 27
35, 0.3068181818181818, 5.27136752136752, 0.0, -1, -1, 500.0, 44396, 0.0, 0.0, 88, 32, 0.046875, -0.022449706, 0.5550119, 1761.3738, 1.7279072, 0.0047027646, 0.26757812, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.354483, 3.002656, 2.882539, 2.2079365, 0.0, 1852, 32, 0, 4, 27
36, 0.3068181818181818, 5.27136752136752, 0.0, -1, -1, 500.0, 45548, 0.0, 0.0, 88, 32, 0.046875, 0.2978202, 0.111821525, 1761.5715, 1.7212318, 0.0010938584, 0.059570312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2991674, 3.0755026, 2.9578671, 2.061345, 0.0, 1108, 32, 0, 4, 27
37, 0.3068181818181818, 5.27136752136752, 0.0, -1, -1, 500.0, 46700, 0.0, 0.0, 88, 32, 0.046875, -0.06594704, 0.25823462, 1761.8131, 1.7413988, 0.0026320429, 0.1484375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7896912, 3.2600484, 3.0731874, 2.1379163, 0.0, 1364, 32, 0, 4, 27
38, 0.3068181818181818, 5.27136752136752, 0.0, -1, -1, 500.0, 47852, 0.0, 0.0, 88, 32, 0.046875, 0.28371143, 0.07469169, 1761.9971, 1.7509247, 0.0012862736, 0.079101555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7902117, 3.2447007, 3.0891135, 2.1934862, 0.0, 1620, 32, 0, 4, 27
39, 0.30927835051546393, 5.56025641025641, 0.0, -1, -1, 500.0, 49004, 0.0, 0.0, 97, 33, 0.07575757575757576, 0.04380709, 0.29623762, 1762.2007, 1.4560112, 0.0008334833, 0.05070755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9445423, 3.100132, 2.8948076, 2.1599467, 0.0, 2376, 33, 0, 4, 28
40, 0.30927835051546393, 5.56025641025641, 0.0, -1, -1, 500.0, 50156, 0.0, 0.0, 97, 33, 0.07575757575757576, 0.07338101, 0.2906246, 1762.4723, 1.7224858, 0.0038934057, 0.20898438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8244277, 3.191151, 3.028681, 2.105022, 0.0, 8068, 33, 0, 4, 28
41, 0.30927835051546393, 5.56025641025641, 0.0, -1, -1, 500.0, 51308, 0.0, 0.0, 97, 33, 0.07575757575757576, 0.34456244, 0.05478745, 1762.751, 1.7579541, 0.004132227, 0.21972656, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.840158, 3.566375, 3.296629, 2.283617, 0.0, 3324, 33, 0, 4, 28
42, 0.30927835051546393, 5.56025641025641, 0.0, -1, -1, 500.0, 52460, 0.0, 0.0, 97, 33, 0.07575757575757576, 0.33078963, 0.029781362, 1762.9717, 1.7656499, 0.0021089548, 0.12988281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.785038, 3.814541, 3.2590044, 2.3127658, 0.0, 3580, 33, 0, 4, 28
43, 0.24, 5.55, 0.0, -1, -1, 500.0, 53612, 0.0, 0.0, 106, 33, 0.07575757575757576, -0.08811202, 0.7419643, 1763.1389, 1.7222348, 0.003533835, 0.22558594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9728833, 3.5681863, 3.1480012, 2.095106, 0.0, 3688, 33, 0, 4, 28
44, 0.24, 5.55, 0.0, -1, -1, 500.0, 54764, 0.0, 0.0, 106, 33, 0.07575757575757576, 0.28568497, 0.040866964, 1763.3657, 1.7296697, 0.0045378213, 0.32617188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1755419, 3.4804835, 3.3203146, 2.078436, 0.0, 1656, 33, 0, 4, 28
45, 0.24, 5.55, 0.0, -1, -1, 500.0, 55916, 0.0, 0.0, 106, 33, 0.07575757575757576, -0.19081347, 0.16224469, 1763.6626, 1.7280858, 0.004445953, 0.21777342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0018644, 3.7009034, 3.4778383, 2.1311257, 0.0, 1912, 33, 0, 4, 28
46, 0.24, 5.55, 0.0, -1, -1, 500.0, 57068, 0.0, 0.0, 106, 33, 0.07575757575757576, 0.41796848, 0.035889607, 1763.8304, 1.7696253, 0.0040694, 0.23828125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9319854, 3.4455826, 3.2084825, 2.108189, 0.0, 2168, 33, 0, 4, 28
47, 0.15, 5.498484848484848, 0.0, -1, -1, 500.0, 58220, 0.0, 0.0, 115, 33, 0.06060606060606061, 0.28480393, 0.21325102, 1764.0364, 1.7554921, 0.002394038, 0.15136719, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.987403, 3.266461, 2.981042, 2.1509488, 0.0, 2424, 33, 0, 4, 28
48, 0.15, 5.498484848484848, 0.0, -1, -1, 500.0, 59372, 0.0, 0.0, 115, 33, 0.06060606060606061, -0.24346347, 0.5468221, 1764.2869, 1.7323005, 0.0051535238, 0.2529297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9353814, 3.2040176, 3.1411014, 2.0778055, 0.0, 1680, 33, 0, 4, 28
49, 0.15, 5.498484848484848, 0.0, -1, -1, 500.0, 60524, 0.0, 0.0, 115, 33, 0.06060606060606061, -0.3307937, 0.9246968, 1764.5131, 1.7444952, 0.0021430617, 0.11230469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8866339, 3.467228, 3.2924447, 2.0727234, 0.0, 1936, 33, 0, 4, 28
50, 0.15, 5.498484848484848, 0.0, -1, -1, 500.0, 61676, 0.0, 0.0, 115, 33, 0.06060606060606061, 0.04075276, 0.15952626, 1764.7455, 1.7651713, 0.001138274, 0.057617188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.776973, 3.473806, 3.1410704, 2.1466792, 0.0, 2192, 33, 0, 4, 28
51, 0.13, 5.474675324675324, 0.0, -1, -1, 500.0, 62828, 0.0, 0.0, 124, 33, 0.06060606060606061, -0.002575782, 0.36794245, 1765.0693, 1.6828929, 0.002665888, 0.20703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.110472, 3.5694838, 3.2959483, 2.203291, 0.0, 2448, 33, 0, 4, 28
52, 0.13, 5.474675324675324, 0.0, -1, -1, 500.0, 63980, 0.0, 0.0, 124, 33, 0.06060606060606061, 0.22192523, 0.121478304, 1765.3807, 1.7305833, 0.0007912911, 0.06542969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9469876, 3.5377717, 3.398529, 2.0987413, 0.0, 1704, 33, 0, 4, 28
53, 0.13, 5.474675324675324, 0.0, -1, -1, 500.0, 65132, 0.0, 0.0, 124, 33, 0.06060606060606061, 0.019472511, 0.15548256, 1765.6108, 1.7603679, 0.0025438238, 0.11035155, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8387802, 3.3852105, 3.1351433, 2.078015, 0.0, 1960, 33, 0, 4, 28
54, 0.13, 5.474675324675324, 0.0, -1, -1, 500.0, 66284, 0.0, 0.0, 124, 33, 0.06060606060606061, 0.3836032, 0.03611877, 1765.7476, 1.7728795, 0.0007269931, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8079967, 3.255022, 3.0373325, 2.0469925, 0.0, 2216, 33, 0, 4, 28
55, 0.13, 5.656818181818181, 0.0, -1, -1, 500.0, 67436, 0.0, 0.0, 133, 33, 0.06060606060606061, 0.16430557, 0.22712873, 1766.0266, 1.7180675, 0.0038536969, 0.21777344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.077724, 3.4692998, 3.1145356, 2.1670904, 0.0, 2472, 33, 0, 4, 28
56, 0.13, 5.656818181818181, 0.0, -1, -1, 500.0, 68588, 0.0, 0.0, 133, 33, 0.06060606060606061, 0.2335354, 0.09190546, 1766.4131, 1.7527165, 0.0022715256, 0.12988281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.955983, 3.329747, 3.2241833, 2.1298358, 0.0, 1728, 33, 0, 4, 28
57, 0.13, 5.656818181818181, 0.0, -1, -1, 500.0, 69740, 0.0, 0.0, 133, 33, 0.06060606060606061, 0.11873023, 0.09799402, 1766.7218, 1.7736212, 0.0012161935, 0.06738281, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8578184, 3.1543994, 3.0411181, 2.0251799, 0.0, 1984, 33, 0, 4, 28
58, 0.13, 5.656818181818181, 0.0, -1, -1, 500.0, 70892, 0.0, 0.0, 133, 33, 0.06060606060606061, 0.31101376, 0.04564496, 1767.0131, 1.7835428, 0.0014725276, 0.07714844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.847496, 3.2155402, 3.04283, 1.9270225, 0.0, 2240, 33, 0, 4, 28
59, 0.13, 5.792929292929292, 0.0, -1, -1, 500.0, 72044, 0.0, 0.0, 142, 33, 0.06060606060606061, 0.12134764, 0.3577428, 1767.4764, 1.6825467, 0.003649455, 0.15527344, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2534542, 3.761293, 3.220548, 2.176583, 0.0, 2496, 33, 0, 4, 28
60, 0.13, 5.792929292929292, 0.0, -1, -1, 500.0, 73196, 0.0, 0.0, 142, 33, 0.06060606060606061, -0.022717196, 0.14347836, 1768.0947, 1.7678877, 0.0032295533, 0.17480469, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8428025, 3.6788077, 3.3153079, 2.1806538, 0.0, 1752, 33, 0, 4, 28
61, 0.13, 5.792929292929292, 0.0, -1, -1, 500.0, 74348, 0.0, 0.0, 142, 33, 0.06060606060606061, -0.24433382, 1.0147152, 1768.4106, 1.7775491, 0.0033587436, 0.2236328, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8357186, 3.398322, 3.23813, 1.8789555, 0.0, 2008, 33, 0, 4, 28
62, 0.13, 5.781818181818181, 0.0, -1, -1, 500.0, 75500, 0.0, 0.0, 151, 33, 0.05555555555555555, 0.2830621, 0.08055097, 1768.71, 1.7994816, 0.0011972036, 0.049804688, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7780166, 3.1765604, 2.946491, 1.689732, 0.0, 1764, 33, 0, 4, 28
63, 0.13, 5.781818181818181, 0.0, -1, -1, 500.0, 76652, 0.0, 0.0, 151, 33, 0.05555555555555555, -0.25398424, 0.5538548, 1769.0491, 1.6919013, 0.018021127, 0.39062497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0408628, 3.567113, 3.0720928, 2.1153, 0.0, 1520, 33, 0, 4, 28
64, 0.13, 5.781818181818181, 0.0, -1, -1, 500.0, 77804, 0.0, 0.0, 151, 33, 0.05555555555555555, 0.27928495, 0.05338842, 1769.3347, 1.7779933, 0.001654934, 0.10546874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8400776, 3.1440344, 3.0223598, 1.899746, 0.0, 1776, 33, 0, 4, 28
65, 0.13, 5.781818181818181, 0.0, -1, -1, 500.0, 78956, 0.0, 0.0, 151, 34, 0.053921568627450976, -0.32257164, 0.41152528, 1769.5798, 0.3307605, 0.002657453, 0.16145834, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.8324199, 3.1236072, 3.036459, 1.763832, 0.0, 1532, 34, 0, 4, 29
66, 0.12, 5.894949494949494, 0.0, -1, -1, 500.0, 80108, 0.0, 0.0, 160, 34, 0.06862745098039216, 0.015228947, 0.037075903, 1769.9021, 0.14887294, 0.003446852, 0.15625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3952947, 3.7276292, 3.0919487, 1.8127885, 0.0, 1788, 34, 0, 4, 29
67, 0.12, 5.894949494949494, 0.0, -1, -1, 500.0, 81260, 0.0, 0.0, 160, 34, 0.06862745098039216, -0.12672465, 0.3362227, 1770.2053, 1.7030898, 0.003854543, 0.24707028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.454812, 3.7917747, 3.235044, 1.870998, 0.0, 1544, 34, 0, 4, 29
68, 0.12, 5.894949494949494, 0.0, -1, -1, 500.0, 82412, 0.0, 0.0, 160, 34, 0.06862745098039216, 0.28889412, 0.05861839, 1770.4141, 1.7906693, 0.001480866, 0.08300781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.838314, 3.5354607, 3.1636877, 1.8079934, 0.0, 1800, 34, 0, 4, 29
69, 0.12, 5.894949494949494, 0.0, -1, -1, 500.0, 83564, 0.0, 0.0, 160, 34, 0.06862745098039216, 0.3290053, 0.13997497, 1770.477, 1.7858413, 0.0013128157, 0.07519531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7868047, 3.5175207, 3.0326276, 1.8606895, 0.0, 2056, 34, 0, 4, 29
70, 0.1, 5.854040404040403, 0.0, -1, -1, 500.0, 84716, 0.0, 0.0, 169, 34, 0.06862745098039216, 0.39837638, 0.1405223, 1770.6035, 1.7618569, 0.0015552486, 0.07128906, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0769682, 3.4577715, 2.8982308, 1.983779, 0.0, 2312, 34, 0, 4, 29
71, 0.1, 5.854040404040403, 0.0, -1, -1, 500.0, 85868, 0.0, 0.0, 169, 34, 0.06862745098039216, -0.70625407, 1.3937244, 1770.7817, 1.7379341, 0.0037846183, 0.20703125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8992835, 3.1742053, 2.8876176, 1.915183, 0.0, 1568, 34, 0, 4, 29
72, 0.1, 5.854040404040403, 0.0, -1, -1, 500.0, 87020, 0.0, 0.0, 169, 34, 0.06862745098039216, 0.27849454, 0.08492324, 1770.8987, 1.7734865, 0.003459488, 0.22558594, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7922354, 3.0070543, 2.93161, 1.712665, 0.0, 1824, 34, 0, 4, 29
73, 0.1, 5.854040404040403, 0.0, -1, -1, 500.0, 88172, 0.0, 0.0, 169, 34, 0.06862745098039216, 0.16299054, 0.17686622, 1770.8514, 1.7881218, 0.00080811547, 0.041015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.7316601, 2.975135, 2.828557, 1.7143005, 0.0, 2080, 34, 0, 4, 29
